t_rel_s,cycle,phase,force_net_n,q1,q2,q3,q4,q5,q6,tcp_x,tcp_y,tcp_z,touch_value,touch_age_ms
0.3218,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.3328,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.3414,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.3534,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.3617,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.3759,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.3857,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.3937,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.4044,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.4116,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.4256,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.4347,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.4415,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.4514,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.4615,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.4732,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.4816,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.4980,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.5020,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.5133,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.5238,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.5421,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.5481,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.5524,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.5629,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.5718,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.5832,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.5977,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.6036,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.6131,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.6286,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.6697,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.6700,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.6756,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.6863,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.7085,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.7125,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.7161,1,HOME,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.7315,1,DESCENDING,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.7592,1,DESCENDING,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.7954,1,DESCENDING,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.8043,1,DESCENDING,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.8227,1,DESCENDING,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.8230,1,DESCENDING,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.8272,1,DESCENDING,-0.0000,1.35075,0.48284,-2.09928,0.04573,1.57080,-3.01912,-0.09677,-0.44240,0.39130,,
0.9582,1,DESCENDING,-0.0000,1.35075,0.48283,-2.09937,0.04583,1.57080,-3.01912,-0.09677,-0.44240,0.39125,,
0.9848,1,DESCENDING,-0.0000,1.35075,0.48283,-2.09942,0.04588,1.57080,-3.01912,-0.09677,-0.44240,0.39122,,
0.9932,1,DESCENDING,-0.0000,1.35075,0.48283,-2.09944,0.04590,1.57080,-3.01912,-0.09677,-0.44240,0.39121,,
1.0054,1,DESCENDING,-0.0000,1.35075,0.48283,-2.09949,0.04595,1.57080,-3.01912,-0.09677,-0.44240,0.39118,,
1.0296,1,DESCENDING,-0.0000,1.35075,0.48282,-2.09953,0.04599,1.57080,-3.01912,-0.09677,-0.44240,0.39116,,
1.0343,1,DESCENDING,-0.0000,1.35075,0.48282,-2.09954,0.04601,1.57080,-3.01912,-0.09677,-0.44240,0.39115,,
1.0691,1,DESCENDING,-0.0000,1.35075,0.48282,-2.09964,0.04611,1.57080,-3.01912,-0.09677,-0.44240,0.39109,,
1.0856,1,DESCENDING,-0.0000,1.35075,0.48282,-2.09965,0.04612,1.57080,-3.01912,-0.09677,-0.44240,0.39108,,
1.1021,1,DESCENDING,-0.0000,1.35075,0.48282,-2.09969,0.04616,1.57080,-3.01912,-0.09677,-0.44240,0.39106,,
1.1106,1,DESCENDING,-0.0000,1.35075,0.48281,-2.09970,0.04617,1.57080,-3.01912,-0.09677,-0.44240,0.39106,,
1.1361,1,DESCENDING,-0.0000,1.35075,0.48281,-2.09977,0.04625,1.57080,-3.01912,-0.09677,-0.44240,0.39101,,
1.1509,1,DESCENDING,-0.0000,1.35075,0.48281,-2.09981,0.04628,1.57080,-3.01912,-0.09677,-0.44240,0.39099,,
1.1718,1,DESCENDING,-0.0000,1.35075,0.48281,-2.09985,0.04633,1.57080,-3.01912,-0.09677,-0.44240,0.39097,,
1.1721,1,DESCENDING,-0.0000,1.35075,0.48281,-2.09985,0.04633,1.57080,-3.01912,-0.09677,-0.44240,0.39097,,
1.1725,1,DESCENDING,-0.0000,1.35075,0.48281,-2.09985,0.04633,1.57080,-3.01912,-0.09677,-0.44240,0.39097,,
1.2106,1,DESCENDING,-0.0000,1.35075,0.48280,-2.09995,0.04644,1.57080,-3.01912,-0.09677,-0.44240,0.39091,,
1.2216,1,DESCENDING,-0.0000,1.35075,0.48280,-2.09998,0.04647,1.57080,-3.01912,-0.09677,-0.44240,0.39089,,
1.2221,1,DESCENDING,-0.0000,1.35075,0.48280,-2.09998,0.04647,1.57080,-3.01912,-0.09677,-0.44240,0.39089,,
1.2282,1,DESCENDING,-0.0000,1.35075,0.48280,-2.09999,0.04647,1.57080,-3.01912,-0.09677,-0.44240,0.39089,,
1.2667,1,DESCENDING,-0.0000,1.35075,0.48279,-2.10008,0.04658,1.57080,-3.01912,-0.09677,-0.44240,0.39083,,
1.3743,1,DESCENDING,-0.0000,1.35075,0.48278,-2.10034,0.04685,1.57080,-3.01912,-0.09677,-0.44240,0.39068,,
1.3746,1,DESCENDING,-0.0000,1.35075,0.48278,-2.10034,0.04685,1.57080,-3.01912,-0.09677,-0.44240,0.39068,,
1.3850,1,DESCENDING,-0.0000,1.35075,0.48278,-2.10036,0.04687,1.57080,-3.01912,-0.09677,-0.44240,0.39067,,
1.3855,1,DESCENDING,-0.0000,1.35075,0.48278,-2.10036,0.04687,1.57080,-3.01912,-0.09677,-0.44240,0.39067,,
1.3921,1,DESCENDING,-0.0000,1.35075,0.48278,-2.10038,0.04688,1.57080,-3.01912,-0.09677,-0.44240,0.39066,,
1.7566,1,DESCENDING,-0.0000,1.35075,0.48274,-2.10121,0.04776,1.57080,-3.01912,-0.09677,-0.44240,0.39018,,
1.7572,1,DESCENDING,-0.0000,1.35075,0.48274,-2.10121,0.04776,1.57080,-3.01912,-0.09677,-0.44240,0.39018,,
1.7955,1,DESCENDING,-0.0000,1.35075,0.48273,-2.10129,0.04784,1.57080,-3.01912,-0.09677,-0.44240,0.39013,,
1.7960,1,DESCENDING,-0.0000,1.35075,0.48273,-2.10129,0.04784,1.57080,-3.01912,-0.09677,-0.44240,0.39013,,
1.8012,1,DESCENDING,-0.0000,1.35075,0.48273,-2.10130,0.04785,1.57080,-3.01912,-0.09677,-0.44240,0.39013,,
1.8491,1,DESCENDING,-0.0000,1.35075,0.48272,-2.10142,0.04798,1.57080,-3.01912,-0.09677,-0.44240,0.39005,,
1.8562,1,DESCENDING,-0.0000,1.35075,0.48272,-2.10142,0.04798,1.57080,-3.01912,-0.09677,-0.44240,0.39005,,
1.8756,1,DESCENDING,-0.0000,1.35075,0.48272,-2.10147,0.04804,1.57080,-3.01912,-0.09677,-0.44240,0.39002,,
1.8980,1,DESCENDING,-0.0000,1.35075,0.48272,-2.10152,0.04809,1.57080,-3.01912,-0.09677,-0.44240,0.38999,,
1.9083,1,DESCENDING,-0.0000,1.35075,0.48272,-2.10155,0.04812,1.57080,-3.01912,-0.09677,-0.44240,0.38998,,
1.9264,1,DESCENDING,-0.0000,1.35075,0.48272,-2.10159,0.04816,1.57080,-3.01912,-0.09677,-0.44240,0.38996,,
1.9420,1,DESCENDING,-0.0000,1.35075,0.48271,-2.10165,0.04822,1.57080,-3.01912,-0.09677,-0.44240,0.38992,,
1.9527,1,DESCENDING,-0.0000,1.35075,0.48271,-2.10166,0.04823,1.57080,-3.01912,-0.09677,-0.44240,0.38992,,
1.9531,1,DESCENDING,-0.0000,1.35075,0.48271,-2.10166,0.04823,1.57080,-3.01912,-0.09677,-0.44240,0.38992,,
2.0087,1,DESCENDING,-0.0000,1.35075,0.48270,-2.10179,0.04838,1.57080,-3.01912,-0.09677,-0.44240,0.38984,,
2.0169,1,DESCENDING,-0.0000,1.35075,0.48270,-2.10182,0.04840,1.57080,-3.01912,-0.09677,-0.44240,0.38982,,
2.0225,1,DESCENDING,-0.0000,1.35075,0.48270,-2.10183,0.04841,1.57080,-3.01912,-0.09677,-0.44240,0.38982,,
2.0420,1,DESCENDING,-0.0000,1.35075,0.48270,-2.10188,0.04846,1.57080,-3.01912,-0.09677,-0.44240,0.38979,,
2.0477,1,DESCENDING,-0.0000,1.35075,0.48270,-2.10188,0.04847,1.57080,-3.01912,-0.09677,-0.44240,0.38978,,
2.0624,1,DESCENDING,-0.0000,1.35075,0.48270,-2.10193,0.04852,1.57080,-3.01912,-0.09677,-0.44240,0.38976,,
2.0631,1,DESCENDING,-0.0000,1.35075,0.48270,-2.10193,0.04852,1.57080,-3.01912,-0.09677,-0.44240,0.38976,,
2.0732,1,DESCENDING,-0.0000,1.35075,0.48270,-2.10194,0.04853,1.57080,-3.01912,-0.09677,-0.44240,0.38975,,
2.0961,1,DESCENDING,-0.0000,1.35075,0.48269,-2.10201,0.04860,1.57080,-3.01912,-0.09677,-0.44240,0.38971,,
2.1039,1,DESCENDING,-0.0000,1.35075,0.48269,-2.10201,0.04860,1.57080,-3.01912,-0.09677,-0.44240,0.38971,,
2.1062,1,DESCENDING,-0.0000,1.35075,0.48269,-2.10202,0.04861,1.57080,-3.01912,-0.09677,-0.44240,0.38971,,
2.1131,1,DESCENDING,-0.0000,1.35075,0.48269,-2.10203,0.04863,1.57080,-3.01912,-0.09677,-0.44240,0.38970,,
2.1303,1,DESCENDING,-0.0000,1.35075,0.48269,-2.10206,0.04866,1.57080,-3.01912,-0.09677,-0.44240,0.38968,,
2.1452,1,DESCENDING,-0.0000,1.35075,0.48269,-2.10211,0.04871,1.57080,-3.01912,-0.09677,-0.44240,0.38965,,
2.1457,1,DESCENDING,-0.0000,1.35075,0.48269,-2.10211,0.04871,1.57080,-3.01912,-0.09677,-0.44240,0.38965,,
2.1651,1,DESCENDING,-0.0000,1.35075,0.48269,-2.10215,0.04875,1.57080,-3.01912,-0.09677,-0.44240,0.38963,,
2.1953,1,DESCENDING,-0.0000,1.35075,0.48268,-2.10220,0.04881,1.57080,-3.01912,-0.09677,-0.44240,0.38960,,
2.1958,1,DESCENDING,-0.0000,1.35075,0.48268,-2.10220,0.04881,1.57080,-3.01912,-0.09677,-0.44240,0.38960,,
2.2016,1,DESCENDING,-0.0000,1.35075,0.48268,-2.10223,0.04883,1.57080,-3.01912,-0.09677,-0.44240,0.38958,,
2.2448,1,DESCENDING,-0.0000,1.35075,0.48268,-2.10233,0.04894,1.57080,-3.01912,-0.09677,-0.44240,0.38953,,
2.2455,1,DESCENDING,-0.0000,1.35075,0.48268,-2.10233,0.04894,1.57080,-3.01912,-0.09677,-0.44240,0.38953,,
2.2516,1,DESCENDING,-0.0000,1.35075,0.48267,-2.10234,0.04895,1.57080,-3.01912,-0.09677,-0.44240,0.38952,,
2.2642,1,DESCENDING,-0.0000,1.35075,0.48267,-2.10235,0.04897,1.57080,-3.01912,-0.09677,-0.44240,0.38951,,
2.2867,1,DESCENDING,-0.0000,1.35075,0.48267,-2.10239,0.04901,1.57080,-3.01912,-0.09677,-0.44240,0.38949,,
2.2927,1,DESCENDING,-0.0000,1.35075,0.48267,-2.10240,0.04902,1.57080,-3.01912,-0.09677,-0.44240,0.38948,,
2.3036,1,DESCENDING,-0.0000,1.35075,0.48267,-2.10244,0.04906,1.57080,-3.01912,-0.09677,-0.44240,0.38946,,
2.3119,1,DESCENDING,-0.0000,1.35075,0.48267,-2.10245,0.04906,1.57080,-3.01912,-0.09677,-0.44240,0.38946,,
2.3477,1,DESCENDING,-0.0000,1.35075,0.48266,-2.10253,0.04915,1.57080,-3.01912,-0.09677,-0.44240,0.38941,,
2.3498,1,DESCENDING,-0.0000,1.35075,0.48266,-2.10254,0.04916,1.57080,-3.01912,-0.09677,-0.44240,0.38940,,
2.3526,1,DESCENDING,-0.0000,1.35075,0.48266,-2.10254,0.04916,1.57080,-3.01912,-0.09677,-0.44240,0.38940,,
2.3619,1,DESCENDING,-0.0000,1.35075,0.48266,-2.10258,0.04920,1.57080,-3.01912,-0.09677,-0.44240,0.38938,,
2.3715,1,DESCENDING,-0.0000,1.35075,0.48266,-2.10258,0.04920,1.57080,-3.01912,-0.09677,-0.44240,0.38938,,
2.3820,1,DESCENDING,-0.0000,1.35075,0.48266,-2.10261,0.04924,1.57080,-3.01912,-0.09677,-0.44240,0.38936,,
2.3943,1,DESCENDING,-0.0000,1.35075,0.48266,-2.10266,0.04929,1.57080,-3.01912,-0.09677,-0.44240,0.38933,,
2.4105,1,DESCENDING,-0.0000,1.35075,0.48266,-2.10267,0.04930,1.57080,-3.01912,-0.09677,-0.44240,0.38932,,
2.4142,1,DESCENDING,-0.0000,1.35075,0.48266,-2.10268,0.04931,1.57080,-3.01912,-0.09677,-0.44240,0.38932,,
2.4240,1,DESCENDING,-0.0000,1.35075,0.48265,-2.10271,0.04934,1.57080,-3.01912,-0.09677,-0.44240,0.38930,,
2.4333,1,DESCENDING,-0.0000,1.35075,0.48265,-2.10271,0.04934,1.57080,-3.01912,-0.09677,-0.44240,0.38930,,
2.4427,1,DESCENDING,-0.0000,1.35075,0.48265,-2.10274,0.04938,1.57080,-3.01912,-0.09677,-0.44240,0.38928,,
2.4511,1,DESCENDING,-0.0000,1.35075,0.48265,-2.10278,0.04941,1.57080,-3.01912,-0.09677,-0.44240,0.38926,,
2.4605,1,DESCENDING,-0.0000,1.35075,0.48265,-2.10279,0.04943,1.57080,-3.01912,-0.09677,-0.44240,0.38925,,
2.4729,1,DESCENDING,-0.0000,1.35075,0.48265,-2.10281,0.04944,1.57080,-3.01912,-0.09677,-0.44240,0.38925,,
2.4908,1,DESCENDING,-0.0000,1.35075,0.48265,-2.10285,0.04948,1.57080,-3.01912,-0.09677,-0.44240,0.38922,,
2.4917,1,DESCENDING,-0.0000,1.35075,0.48265,-2.10285,0.04948,1.57080,-3.01912,-0.09677,-0.44240,0.38922,,
2.5167,1,DESCENDING,-0.0000,1.35075,0.48264,-2.10293,0.04957,1.57080,-3.01912,-0.09677,-0.44240,0.38918,,
2.5374,1,DESCENDING,-0.0000,1.35075,0.48264,-2.10296,0.04960,1.57080,-3.01912,-0.09677,-0.44240,0.38916,,
2.5918,1,DESCENDING,-0.0000,1.35075,0.48263,-2.10309,0.04974,1.57080,-3.01912,-0.09677,-0.44240,0.38908,,
2.7032,1,DESCENDING,-0.0000,1.35075,0.48262,-2.10336,0.05003,1.57080,-3.01912,-0.09677,-0.44240,0.38892,,
2.7106,1,DESCENDING,-0.0000,1.35075,0.48262,-2.10338,0.05005,1.57080,-3.01912,-0.09677,-0.44240,0.38891,,
2.7559,1,DESCENDING,-0.0000,1.35075,0.48261,-2.10349,0.05017,1.57080,-3.01912,-0.09677,-0.44240,0.38885,,
2.7562,1,DESCENDING,-0.0000,1.35075,0.48261,-2.10349,0.05017,1.57080,-3.01912,-0.09677,-0.44240,0.38885,,
2.7689,1,DESCENDING,-0.0000,1.35075,0.48261,-2.10350,0.05018,1.57080,-3.01912,-0.09677,-0.44240,0.38884,,
2.7907,1,DESCENDING,-0.0000,1.35075,0.48261,-2.10358,0.05026,1.57080,-3.01912,-0.09677,-0.44240,0.38880,,
2.8226,1,DESCENDING,-0.0000,1.35075,0.48260,-2.10363,0.05031,1.57080,-3.01912,-0.09677,-0.44240,0.38877,,
2.8268,1,DESCENDING,-0.0000,1.35075,0.48260,-2.10364,0.05032,1.57080,-3.01912,-0.09677,-0.44240,0.38876,,
2.8356,1,DESCENDING,-0.0000,1.35075,0.48260,-2.10366,0.05035,1.57080,-3.01912,-0.09677,-0.44240,0.38875,,
2.8436,1,DESCENDING,-0.0000,1.35075,0.48260,-2.10369,0.05038,1.57080,-3.01912,-0.09677,-0.44240,0.38873,,
2.8541,1,DESCENDING,-0.0000,1.35075,0.48260,-2.10371,0.05040,1.57080,-3.01912,-0.09677,-0.44240,0.38872,,
2.8620,1,DESCENDING,-0.0000,1.35075,0.48260,-2.10372,0.05041,1.57080,-3.01912,-0.09677,-0.44240,0.38871,,
2.8719,1,DESCENDING,-0.0000,1.35075,0.48260,-2.10375,0.05044,1.57080,-3.01912,-0.09677,-0.44240,0.38870,,
2.8816,1,DESCENDING,-0.0000,1.35075,0.48260,-2.10376,0.05045,1.57080,-3.01912,-0.09677,-0.44240,0.38869,,
2.8929,1,DESCENDING,-0.0000,1.35075,0.48260,-2.10378,0.05047,1.57080,-3.01912,-0.09677,-0.44240,0.38868,,
2.9024,1,DESCENDING,-0.0000,1.35075,0.48259,-2.10383,0.05052,1.57080,-3.01912,-0.09677,-0.44240,0.38865,,
