tempo,tipo
0.093305,CN_RA
933.056054,CN_RA
933.057253,CN_RA
933.058466,CN_MM
0.093305,CN_RA
933.059653,CN_RA
933.060853,CN_MM
0.093306,CN_RA
933.062055,CN_MM
0.093306,CN_RA
933.064465,CN_MM
933.064465,CN_RA
933.065653,CN_MM
0.093306,CN_RA
9.3e-05,CN_RA
933.068055,CN_RA
933.069253,CN_RA
933.070454,CN_RA
933.071654,CN_RA
933.074053,CN_MM
933.074053,CN_RA
933.075254,CN_RA
933.076465,CN_RA
933.077673,CN_MM
0.933077,CN_RA
933.078854,CN_RA
933.078854,CN_SA
933.080054,CN_MM
0.093308,CN_RA
933.081254,CN_RA
933.082458,CN_MM
0.093308,CN_RA
933.083654,CN_RA
933.086054,CN_MM
933.086054,CN_RA
933.086054,CN_SA
933.087253,CN_MM
0.093308,CN_RA
933.08846,CN_MM
0.933088,CN_RA
933.089655,CN_RA
933.089655,CN_SA
933.090872,CN_RA
933.090872,CN_SA
933.092054,CN_MM
933.092054,CN_RA
933.092054,CN_SA
933.094465,CN_MM
933.094465,CN_RA
933.094465,CN_SA
933.096854,CN_RA
933.096854,CN_SA
933.098054,CN_RA
933.099253,CN_RA
933.101654,CN_MM
0.933101,CN_RA
933.102874,CN_SA
933.104054,CN_SA
933.106466,CN_RA
933.107653,CN_RA
933.113654,CN_SA
933.116054,CN_RA
933.116054,CN_SA
933.118471,CN_MM
0.933118,CN_RA
933.126853,CN_RA
933.129253,CN_SA
933.130466,CN_MM
0.93313,CN_RA
933.131653,CN_RA
933.131653,CN_SA
933.134055,CN_MM
933.134055,CN_RA
933.134055,CN_SA
933.141254,CN_RA
933.146054,CN_MM
933.146054,CN_SA
933.147255,CN_MM
0.933147,CN_SA
933.148463,CN_SA
933.154465,CN_SA
933.167655,CN_RA
933.168869,CN_RA
933.170053,CN_RA
933.171253,CN_RA
933.173654,CN_RA
933.183254,CN_RA
933.184465,CN_MM
0.093318,CN_RA
933.185655,CN_MM
0.093318,CN_RA
933.186854,CN_RA
933.191653,CN_MM
0.093319,CN_RA
933.194055,CN_MM
933.194055,CN_RA
933.197654,CN_MM
0.093319,CN_RA
933.198873,CN_MM
0.093319,CN_RA
933.200053,CN_MM
933.200053,CN_RA
933.201254,CN_MM
0.09332,CN_RA
933.202454,CN_MM
0.09332,CN_RA
933.203653,CN_RA
933.204853,CN_RA
933.206055,CN_MM
933.206055,CN_RA
933.207254,CN_RA
933.209655,CN_MM
0.09332,CN_RA
933.210854,CN_MM
0.093321,CN_RA
933.212054,CN_RA
933.214467,CN_MM
0.093321,CN_RA
933.215653,CN_RA
933.219255,CN_MM
933.219255,CN_RA
933.220466,CN_RA
933.224054,CN_MM
933.224054,CN_RA
933.225254,CN_RA
933.232454,CN_MM
933.232454,CN_RA
933.234855,CN_MM
0.093323,CN_RA
933.236055,CN_MM
933.236055,CN_RA
933.236055,CN_SA
933.238466,CN_MM
933.238466,CN_RA
933.238466,CN_SA
933.239653,CN_RA
933.240869,CN_RA
933.240869,CN_SA
933.242054,CN_RA
933.243253,CN_MM
0.093324,CN_RA
933.244462,CN_SA
933.245654,CN_SA
933.248054,CN_MM
933.248054,CN_RA
933.249254,CN_SA
933.250461,CN_MM
0.093325,CN_RA
933.251655,CN_MM
933.251655,CN_RA
933.252854,CN_RA
933.255254,CN_RA
933.257653,CN_MM
933.257653,CN_RA
933.260054,CN_MM
933.260054,CN_RA
933.261254,CN_RA
933.262454,CN_RA
933.263653,CN_RA
933.264871,CN_MM
0.933264,CN_RA
933.266054,CN_RA
933.267254,CN_MM
933.267254,CN_RA
933.269672,CN_MM
0.093326,CN_RA
933.270854,CN_MM
933.270854,CN_RA
933.272055,CN_RA
933.274456,CN_MM
0.093327,CN_RA
933.275654,CN_MM
933.275654,CN_RA
933.275654,CN_SA
933.276853,CN_MM
0.093327,CN_RA
933.278054,CN_RA
933.279254,CN_MM
0.093327,CN_RA
933.280454,CN_RA
933.281654,CN_RA
933.282854,CN_RA
933.284054,CN_MM
933.284054,CN_RA
933.286467,CN_MM
0.093328,CN_RA
933.287654,CN_RA
933.288853,CN_RA
933.290054,CN_RA
933.291254,CN_MM
0.093329,CN_RA
933.292466,CN_MM
0.933292,CN_RA
933.293653,CN_RA
933.296054,CN_MM
933.296054,CN_RA
933.296054,CN_SA
933.297254,CN_RA
933.297254,CN_SA
933.298466,CN_RA
933.299654,CN_RA
933.299654,CN_SA
933.300873,CN_MM
0.09333,CN_RA
933.302054,CN_MM
933.302054,CN_RA
933.303254,CN_RA
933.304466,CN_RA
933.305653,CN_MM
0.933305,CN_RA
933.306854,CN_RA
933.309254,CN_MM
0.09333,CN_RA
933.31047,CN_MM
0.93331,CN_RA
933.311654,CN_MM
933.311654,CN_RA
933.311654,CN_SA
933.312854,CN_MM
0.093331,CN_RA
933.315253,CN_MM
0.933315,CN_RA
933.31646,CN_RA
933.31646,CN_SA
933.317654,CN_MM
933.317654,CN_RA
933.318853,CN_MM
0.933318,CN_RA
933.320055,CN_MM
933.320055,CN_RA
933.321254,CN_RA
933.322467,CN_RA
933.323654,CN_MM
0.093332,CN_RA
933.324854,CN_MM
0.093332,CN_RA
933.326054,CN_MM
933.326054,CN_RA
933.327254,CN_RA
933.328466,CN_MM
0.933328,CN_RA
933.329654,CN_RA
933.332054,CN_MM
933.332054,CN_RA
933.332054,CN_SA
933.333254,CN_RA
933.333254,CN_SA
933.334468,CN_MM
0.933334,CN_RA
933.336854,CN_MM
933.336854,CN_RA
933.338055,CN_RA
933.340466,CN_MM
933.340466,CN_RA
933.340466,CN_SA
933.341653,CN_RA
933.341653,CN_SA
933.342854,CN_MM
0.093334,CN_RA
933.344054,CN_MM
933.344054,CN_RA
933.345254,CN_RA
933.346454,CN_RA
933.346454,CN_SA
933.347655,CN_MM
933.347655,CN_RA
933.348853,CN_RA
933.353653,CN_RA
933.357254,CN_RA
933.358466,CN_SA
933.363255,CN_MM
933.363255,CN_RA
933.363255,CN_SA
933.364466,CN_RA
933.366854,CN_RA
933.371654,CN_SA
933.374054,CN_MM
933.374054,CN_RA
933.374054,CN_SA
933.375254,CN_MM
0.093337,CN_RA
933.376466,CN_MM
0.093337,CN_RA
933.378854,CN_MM
933.378854,CN_RA
933.380054,CN_RA
933.381254,CN_RA
933.382453,CN_MM
0.093338,CN_RA
933.383654,CN_RA
933.383654,CN_SA
933.384854,CN_MM
0.933384,CN_SA
933.386054,CN_RA
933.386054,CN_SA
933.388467,CN_MM
0.093338,CN_RA
933.389654,CN_MM
0.093338,CN_RA
933.390873,CN_RA
933.392055,CN_SA
933.395654,CN_RA
933.395654,CN_SA
933.396854,CN_MM
0.093339,CN_RA
933.398054,CN_RA
933.398054,CN_SA
933.400466,CN_MM
0.9334,CN_SA
933.404054,CN_MM
933.404054,CN_RA
933.404054,CN_SA
933.405254,CN_MM
0.09334,CN_RA
933.406466,CN_MM
0.09334,CN_RA
933.407653,CN_MM
0.933407,CN_RA
933.408854,CN_MM
0.09334,CN_RA
933.410054,CN_RA
933.411255,CN_RA
933.412467,CN_MM
0.933412,CN_RA
933.413655,CN_RA
933.414854,CN_RA
933.416053,CN_MM
933.416053,CN_RA
933.417254,CN_RA
933.419654,CN_MM
0.093341,CN_RA
933.420854,CN_MM
0.093342,CN_RA
933.422055,CN_RA
933.423254,CN_RA
933.424466,CN_RA
933.425654,CN_MM
0.093342,CN_RA
933.426854,CN_MM
0.933426,CN_RA
933.428054,CN_MM
933.428054,CN_RA
933.429254,CN_MM
0.093342,CN_RA
933.430467,CN_MM
0.093343,CN_RA
933.431653,CN_RA
933.432854,CN_MM
0.093343,CN_RA
933.434054,CN_MM
933.434054,CN_RA
933.436465,CN_MM
0.093343,CN_RA
933.437653,CN_RA
933.438875,CN_RA
933.440054,CN_MM
9.3344,CN_RA
933.442466,CN_RA
933.443654,CN_MM
0.093344,CN_RA
933.444854,CN_RA
933.446054,CN_MM
933.446054,CN_RA
933.447254,CN_MM
0.093344,CN_RA
933.449653,CN_RA
933.450854,CN_MM
0.093345,CN_RA
933.452054,CN_MM
933.452054,CN_RA
933.453254,CN_RA
933.455654,CN_RA
933.456854,CN_MM
0.933456,CN_RA
933.458054,CN_RA
933.459254,CN_MM
0.093345,CN_RA
933.460468,CN_RA
933.461655,CN_RA
933.462853,CN_RA
933.464054,CN_MM
933.464054,CN_RA
933.465254,CN_RA
933.466466,CN_MM
0.093346,CN_RA
933.467653,CN_RA
933.468854,CN_RA
933.471254,CN_MM
0.933471,CN_RA
933.472474,CN_MM
0.093347,CN_RA
933.474854,CN_MM
933.474854,CN_RA
933.477255,CN_MM
933.477255,CN_RA
933.477255,CN_SA
933.478468,CN_MM
0.093347,CN_RA
933.479654,CN_MM
0.933479,CN_RA
933.480854,CN_MM
0.93348,CN_RA
933.482054,CN_RA
933.482054,CN_SA
933.483254,CN_MM
0.093348,CN_RA
933.484468,CN_MM
0.933484,CN_RA
933.485653,CN_RA
933.485653,CN_SA
933.486854,CN_RA
933.486854,CN_SA
933.490474,CN_RA
933.491654,CN_MM
933.491654,CN_RA
933.492873,CN_MM
0.093349,CN_RA
933.494054,CN_MM
933.494054,CN_RA
933.495254,CN_RA
933.496455,CN_RA
933.496455,CN_SA
933.497654,CN_MM
0.933497,CN_RA
933.498872,CN_MM
0.093349,CN_RA
933.500054,CN_RA
933.501254,CN_RA
933.501254,CN_SA
933.502468,CN_RA
933.509654,CN_RA
933.512054,CN_MM
933.512054,CN_RA
933.513254,CN_RA
933.513254,CN_SA
933.515655,CN_MM
0.933515,CN_RA
933.516854,CN_RA
933.516854,CN_SA
933.518053,CN_RA
933.518053,CN_SA
933.519254,CN_MM
0.933519,CN_RA
933.521654,CN_MM
0.933521,CN_RA
933.522854,CN_RA
933.522854,CN_SA
933.524054,CN_RA
933.524054,CN_SA
933.525254,CN_RA
933.526466,CN_SA
933.531254,CN_MM
933.531254,CN_RA
933.531254,CN_SA
933.533654,CN_MM
933.533654,CN_RA
933.533654,CN_SA
933.534854,CN_RA
933.536054,CN_RA
933.537255,CN_RA
933.538467,CN_MM
0.093353,CN_RA
933.539653,CN_RA
933.540854,CN_RA
933.542054,CN_MM
933.542054,CN_RA
933.543253,CN_RA
933.549254,CN_RA
933.552854,CN_MM
933.552854,CN_RA
933.554055,CN_RA
933.554055,CN_SA
933.555254,CN_RA
933.555254,CN_SA
933.556468,CN_MM
0.093355,CN_RA
933.557654,CN_RA
933.557654,CN_SA
933.558854,CN_MM
0.933558,CN_RA
933.560053,CN_SA
933.566054,CN_SA
933.585054,CN_RA
933.588655,CN_RA
933.589853,CN_MM
0.093358,CN_RA
933.591054,CN_MM
933.591054,CN_RA
933.592254,CN_RA
933.595855,CN_MM
0.093359,CN_RA
933.599467,CN_RA
933.600654,CN_MM
0.09336,CN_RA
933.603054,CN_MM
933.603054,CN_RA
933.605467,CN_RA
933.606654,CN_MM
0.09336,CN_RA
933.609054,CN_MM
933.609054,CN_RA
933.612654,CN_MM
0.093361,CN_RA
933.618654,CN_RA
933.619853,CN_MM
0.093361,CN_RA
933.624654,CN_RA
933.625854,CN_RA
933.631854,CN_RA
933.639055,CN_RA
933.640254,CN_RA
933.641467,CN_RA
933.647467,CN_SA
933.648655,CN_MM
0.093364,CN_RA
933.653453,CN_MM
933.653453,CN_RA
933.654654,CN_MM
0.933654,CN_RA
933.655854,CN_RA
933.657054,CN_MM
0.933657,CN_RA
933.658254,CN_RA
933.669054,CN_MM
933.669054,CN_RA
933.670253,CN_RA
933.672654,CN_MM
933.672654,CN_RA
933.672654,CN_SA
933.673854,CN_RA
933.673854,CN_SA
933.679854,CN_RA
933.685854,CN_MM
933.685854,CN_RA
933.687054,CN_MM
933.687054,CN_RA
933.688253,CN_RA
933.689468,CN_RA
933.693054,CN_MM
933.693054,CN_SA
933.701469,CN_SA
933.707468,CN_MM
933.707468,CN_SA
933.711055,CN_MM
933.711055,CN_SA
933.733654,CN_RA
933.734853,CN_RA
933.736054,CN_MM
933.736054,CN_RA
933.737254,CN_RA
933.738467,CN_RA
933.739655,CN_MM
0.093373,CN_RA
933.740854,CN_RA
933.742055,CN_MM
0.093374,CN_RA
933.743253,CN_RA
933.745654,CN_MM
0.093374,CN_RA
933.746854,CN_RA
933.748054,CN_MM
0.093374,CN_RA
933.749255,CN_MM
0.093374,CN_RA
933.751653,CN_MM
933.751653,CN_RA
933.752854,CN_RA
933.752854,CN_SA
933.754054,CN_MM
0.093375,CN_RA
933.755254,CN_MM
0.093375,CN_RA
933.756454,CN_RA
933.757654,CN_MM
0.093375,CN_RA
933.760054,CN_MM
933.760054,CN_RA
933.762468,CN_MM
0.093376,CN_RA
933.763654,CN_RA
933.764854,CN_MM
0.093376,CN_RA
933.766054,CN_RA
933.76846,CN_MM
933.76846,CN_RA
933.769654,CN_RA
933.772054,CN_MM
933.772054,CN_RA
933.773253,CN_RA
933.775655,CN_MM
0.093377,CN_RA
933.776854,CN_RA
933.778055,CN_MM
0.093377,CN_RA
933.779255,CN_MM
0.093377,CN_RA
933.780474,CN_RA
933.781654,CN_RA
933.782854,CN_RA
933.784054,CN_MM
933.784054,CN_RA
933.785254,CN_MM
0.093378,CN_RA
933.786468,CN_MM
0.093378,CN_RA
933.788854,CN_MM
0.093378,CN_RA
933.790054,CN_MM
933.790054,CN_RA
933.790054,CN_SA
933.791255,CN_RA
933.791255,CN_SA
933.792468,CN_MM
0.093379,CN_RA
933.794853,CN_MM
0.093379,CN_RA
933.796055,CN_MM
0.933796,CN_RA
933.797255,CN_MM
0.093379,CN_RA
933.798467,CN_MM
0.933798,CN_RA
933.799655,CN_MM
0.093379,CN_RA
933.800854,CN_MM
0.09338,CN_RA
933.802054,CN_MM
933.802054,CN_RA
933.803254,CN_MM
0.09338,CN_RA
933.804469,CN_MM
0.09338,CN_RA
933.805654,CN_RA
933.806854,CN_RA
933.81046,CN_RA
933.811654,CN_RA
933.812854,CN_MM
0.093381,CN_RA
933.814055,CN_RA
933.817655,CN_RA
0.000933,CN_SA
933.818854,CN_MM
0.933818,CN_RA
933.820054,CN_RA
933.820054,CN_SA
933.821254,CN_MM
0.933821,CN_RA
933.823654,CN_MM
933.823654,CN_RA
933.823654,CN_SA
933.824854,CN_RA
933.824854,CN_SA
933.827255,CN_MM
0.933827,CN_RA
933.828467,CN_MM
0.093382,CN_RA
933.829654,CN_RA
933.830854,CN_RA
933.830854,CN_SA
933.833254,CN_MM
933.833254,CN_RA
933.835653,CN_MM
0.933835,CN_RA
933.838054,CN_RA
933.840471,CN_MM
933.840471,CN_RA
933.841654,CN_MM
933.841654,CN_RA
933.842854,CN_MM
0.093384,CN_RA
933.844055,CN_RA
933.845254,CN_MM
0.093384,CN_RA
933.846469,CN_RA
933.847654,CN_RA
933.848854,CN_RA
933.851255,CN_RA
933.853654,CN_RA
933.853654,CN_SA
933.854873,CN_RA
933.854873,CN_SA
933.856055,CN_RA
933.857254,CN_RA
933.857254,CN_SA
933.858468,CN_RA
933.859654,CN_RA
933.862054,CN_MM
933.862054,CN_RA
933.862054,CN_SA
933.863254,CN_RA
933.863254,CN_SA
933.864468,CN_MM
0.093386,CN_RA
933.865654,CN_MM
0.093386,CN_RA
933.866854,CN_MM
0.933866,CN_RA
933.868055,CN_MM
933.868055,CN_RA
933.868055,CN_SA
933.869255,CN_RA
933.869255,CN_SA
933.870468,CN_MM
0.093387,CN_RA
933.871654,CN_MM
0.933871,CN_RA
933.872854,CN_RA
933.872854,CN_SA
933.874054,CN_RA
933.874054,CN_SA
933.875254,CN_RA
933.875254,CN_SA
933.877654,CN_RA
933.877654,CN_SA
933.878854,CN_RA
933.878854,CN_SA
933.880054,CN_MM
0.093388,CN_RA
933.881254,CN_MM
0.093388,CN_RA
933.882454,CN_RA
933.882454,CN_SA
933.883653,CN_RA
933.888468,CN_MM
0.093388,CN_RA
933.892054,CN_RA
933.893255,CN_RA
933.893255,CN_SA
933.894468,CN_MM
0.933894,CN_RA
933.895654,CN_RA
933.895654,CN_SA
933.896854,CN_MM
0.933896,CN_RA
933.898054,CN_RA
933.898054,CN_SA
933.899254,CN_MM
0.093389,CN_RA
933.900468,CN_RA
933.902854,CN_MM
0.09339,CN_RA
933.905254,CN_MM
0.09339,CN_RA
933.906469,CN_MM
0.09339,CN_RA
933.907653,CN_RA
933.910054,CN_RA
933.911254,CN_RA
933.914855,CN_MM
0.093391,CN_RA
933.918474,CN_MM
0.933918,CN_RA
933.922054,CN_RA
933.922054,CN_SA
933.923255,CN_RA
933.923255,CN_SA
933.924469,CN_RA
933.924469,CN_SA
933.925653,CN_RA
933.925653,CN_SA
933.926853,CN_RA
933.926853,CN_SA
933.929255,CN_MM
0.093392,CN_RA
933.930469,CN_MM
0.93393,CN_RA
933.932854,CN_MM
933.932854,CN_RA
933.932854,CN_SA
933.934054,CN_MM
0.093393,CN_RA
933.935254,CN_RA
933.935254,CN_SA
933.937654,CN_MM
0.093393,CN_RA
933.940055,CN_RA
933.941254,CN_RA
933.942469,CN_RA
933.943653,CN_RA
933.944855,CN_RA
933.948462,CN_MM
0.093394,CN_RA
933.949654,CN_MM
933.949654,CN_RA
933.950854,CN_MM
0.093395,CN_RA
933.952054,CN_RA
933.953254,CN_MM
0.093395,CN_RA
933.954454,CN_RA
933.955654,CN_MM
0.093395,CN_RA
933.956872,CN_MM
0.093395,CN_RA
933.959254,CN_MM
933.959254,CN_RA
933.961654,CN_MM
0.933961,CN_RA
933.962854,CN_RA
933.964053,CN_MM
933.964053,CN_RA
933.965254,CN_MM
0.093396,CN_RA
933.966468,CN_MM
0.093396,CN_RA
933.967653,CN_MM
0.093396,CN_RA
933.970054,CN_MM
933.970054,CN_RA
933.971254,CN_RA
933.972468,CN_RA
933.973654,CN_RA
933.976054,CN_MM
933.976054,CN_RA
933.977254,CN_MM
0.093397,CN_RA
933.97847,CN_RA
933.979654,CN_RA
933.980854,CN_MM
0.093398,CN_RA
933.982054,CN_RA
933.988054,CN_MM
0.933988,CN_RA
933.989253,CN_RA
933.990461,CN_RA
933.991654,CN_MM
0.933991,CN_RA
933.992854,CN_RA
933.994054,CN_RA
933.995254,CN_RA
933.996468,CN_MM
0.093399,CN_RA
933.997655,CN_MM
0.093399,CN_RA
933.998854,CN_MM
0.093399,CN_RA
934.000054,CN_RA
934.001253,CN_RA
934.006054,CN_MM
934.006054,CN_RA
934.007254,CN_MM
0.934007,CN_RA
934.008454,CN_RA
934.009653,CN_RA
934.010854,CN_RA
934.012055,CN_MM
0.093401,CN_RA
934.013254,CN_RA
934.014459,CN_MM
0.093401,CN_RA
934.016854,CN_RA
934.019254,CN_RA
934.022854,CN_RA
934.024054,CN_RA
934.027654,CN_MM
934.027654,CN_RA
934.027654,CN_SA
934.028854,CN_RA
934.028854,CN_SA
934.031254,CN_MM
934.031254,CN_RA
934.031254,CN_SA
934.032468,CN_MM
0.093403,CN_RA
934.033654,CN_MM
0.093403,CN_RA
934.034874,CN_RA
934.034874,CN_SA
934.036053,CN_MM
934.036053,CN_RA
934.036053,CN_SA
934.037254,CN_RA
934.037254,CN_SA
934.038454,CN_RA
934.038454,CN_SA
934.040854,CN_RA
934.04166,CN_SA
934.043254,CN_MM
934.043254,CN_RA
934.043254,CN_SA
934.044468,CN_RA
934.044468,CN_SA
934.045654,CN_RA
934.046873,CN_SA
934.052854,CN_RA
934.056453,CN_RA
934.058875,CN_RA
934.060054,CN_RA
934.068468,CN_SA
934.073254,CN_SA
934.078054,CN_SA
934.079254,CN_MM
0.934079,CN_SA
934.080469,CN_MM
0.093408,CN_RA
934.081653,CN_SA
934.084054,CN_MM
934.084054,CN_RA
934.084054,CN_SA
934.085254,CN_SA
934.091253,CN_SA
934.094854,CN_RA
0.093409,CN_SA
934.136255,CN_RA
934.139855,CN_SA
934.145855,CN_RA
934.150654,CN_MM
934.150654,CN_RA
934.150654,CN_SA
934.153055,CN_MM
934.153055,CN_RA
934.153055,CN_SA
934.154254,CN_RA
934.154254,CN_SA
934.157854,CN_MM
934.157854,CN_RA
934.159055,CN_RA
934.159055,CN_SA
934.160254,CN_RA
934.160254,CN_SA
934.161468,CN_RA
934.161468,CN_SA
934.162653,CN_RA
934.162653,CN_SA
934.163855,CN_MM
0.093416,CN_RA
934.165054,CN_RA
934.165054,CN_SA
934.167474,CN_MM
0.093416,CN_RA
934.168654,CN_MM
934.168654,CN_RA
934.169854,CN_RA
934.171054,CN_MM
0.093417,CN_RA
934.172255,CN_RA
934.173453,CN_MM
0.093417,CN_RA
934.174654,CN_MM
0.093417,CN_RA
934.175854,CN_RA
934.177054,CN_MM
0.093417,CN_RA
934.178254,CN_RA
934.178254,CN_SA
934.179469,CN_MM
0.093417,CN_RA
934.180654,CN_MM
0.093418,CN_RA
934.181854,CN_MM
934.181854,CN_RA
934.181854,CN_SA
934.183054,CN_MM
0.093418,CN_RA
934.184254,CN_RA
934.18547,CN_RA
934.186654,CN_MM
934.186654,CN_RA
934.187853,CN_RA
934.190254,CN_MM
0.093419,CN_RA
934.192654,CN_RA
934.193854,CN_MM
0.093419,CN_RA
934.195054,CN_MM
934.195054,CN_RA
934.197466,CN_MM
934.197466,CN_RA
934.198653,CN_RA
934.199854,CN_RA
934.202254,CN_MM
0.09342,CN_RA
934.204654,CN_MM
934.204654,CN_RA
934.205854,CN_RA
934.208254,CN_RA
934.209454,CN_MM
0.09342,CN_RA
934.210654,CN_MM
0.093421,CN_RA
934.213054,CN_RA
934.214255,CN_RA
934.215469,CN_RA
934.216653,CN_RA
934.217854,CN_MM
0.093421,CN_RA
934.219055,CN_RA
934.220253,CN_RA
934.221469,CN_MM
0.093422,CN_RA
934.222654,CN_MM
0.093422,CN_RA
934.223853,CN_MM
0.934223,CN_RA
934.225054,CN_RA
934.226254,CN_MM
0.093422,CN_RA
934.22747,CN_RA
934.229853,CN_MM
934.229853,CN_RA
934.229853,CN_SA
934.231055,CN_RA
934.231055,CN_SA
934.232253,CN_RA
934.234655,CN_MM
0.093423,CN_RA
934.237055,CN_MM
934.237055,CN_RA
934.237055,CN_SA
934.238254,CN_MM
0.093423,CN_RA
934.239469,CN_RA
934.239469,CN_SA
934.240654,CN_RA
934.241854,CN_MM
0.093424,CN_RA
934.243055,CN_MM
0.934243,CN_RA
934.244254,CN_MM
0.093424,CN_RA
934.245456,CN_MM
0.093424,CN_RA
934.246654,CN_MM
934.246654,CN_RA
934.246654,CN_SA
934.247873,CN_MM
0.934247,CN_RA
934.249054,CN_RA
934.249054,CN_SA
934.251458,CN_RA
934.251458,CN_SA
934.252654,CN_MM
934.252654,CN_RA
934.253875,CN_MM
0.093425,CN_RA
934.255054,CN_RA
934.256255,CN_MM
934.256255,CN_RA
934.257469,CN_RA
934.259854,CN_MM
0.934259,CN_RA
934.261054,CN_RA
934.262254,CN_RA
934.263469,CN_MM
0.093426,CN_RA
934.265854,CN_MM
0.093426,CN_RA
934.267054,CN_RA
934.267054,CN_SA
934.268255,CN_RA
934.268255,CN_SA
934.26947,CN_MM
0.934269,CN_RA
934.271873,CN_RA
934.273054,CN_MM
934.273054,CN_RA
934.274255,CN_MM
0.093427,CN_RA
934.275471,CN_RA
934.276654,CN_RA
934.279054,CN_MM
0.093427,CN_RA
934.280255,CN_RA
934.282654,CN_MM
0.934282,CN_RA
934.283854,CN_MM
0.093428,CN_RA
934.285054,CN_RA
934.286255,CN_MM
0.093428,CN_RA
934.287469,CN_MM
0.934287,CN_RA
934.288653,CN_MM
0.934288,CN_RA
934.289855,CN_RA
934.289855,CN_SA
934.292254,CN_RA
934.293454,CN_MM
0.934293,CN_RA
934.294654,CN_MM
934.294654,CN_RA
934.294654,CN_SA
934.295854,CN_RA
934.295854,CN_SA
934.297054,CN_MM
0.934297,CN_RA
934.298255,CN_MM
0.093429,CN_RA
934.299469,CN_MM
0.934299,CN_RA
934.300654,CN_MM
0.09343,CN_RA
934.301855,CN_RA
934.301855,CN_SA
934.304254,CN_RA
934.304254,CN_SA
934.305469,CN_MM
0.934305,CN_RA
934.307854,CN_RA
934.307854,CN_SA
934.310254,CN_RA
934.311456,CN_MM
0.934311,CN_RA
934.312654,CN_RA
934.313874,CN_RA
934.315054,CN_MM
934.315054,CN_RA
934.316254,CN_RA
934.317455,CN_RA
934.318654,CN_MM
0.934318,CN_RA
934.319855,CN_MM
0.093431,CN_RA
934.321054,CN_MM
934.321054,CN_RA
934.322254,CN_RA
934.322254,CN_SA
934.32347,CN_RA
934.32347,CN_SA
934.324654,CN_RA
934.324654,CN_SA
934.325853,CN_MM
934.325853,CN_RA
934.327054,CN_MM
0.934327,CN_RA
934.329454,CN_RA
934.330654,CN_RA
934.331854,CN_RA
934.333054,CN_RA
934.334254,CN_MM
0.934334,CN_RA
934.335462,CN_RA
934.335462,CN_SA
934.336654,CN_MM
934.336654,CN_RA
934.336654,CN_SA
934.337854,CN_RA
934.340255,CN_RA
934.34147,CN_MM
0.934341,CN_RA
934.342653,CN_MM
0.934342,CN_RA
934.343854,CN_MM
0.934343,CN_RA
934.345055,CN_RA
934.345055,CN_SA
934.346255,CN_RA
934.346255,CN_SA
934.347469,CN_MM
0.093434,CN_RA
934.349854,CN_RA
934.349854,CN_SA
934.351055,CN_MM
0.093435,CN_RA
934.352255,CN_MM
0.934352,CN_RA
934.35347,CN_RA
934.35347,CN_SA
934.354654,CN_MM
0.093435,CN_RA
934.355854,CN_RA
934.355854,CN_SA
934.357054,CN_RA
934.360654,CN_RA
934.360654,CN_SA
934.361854,CN_SA
934.365454,CN_RA
934.366654,CN_MM
0.934366,CN_RA
934.367854,CN_MM
0.093436,CN_RA
934.369054,CN_RA
934.369054,CN_SA
934.370255,CN_SA
934.378654,CN_SA
934.379854,CN_MM
0.093437,CN_RA
934.381054,CN_MM
934.381054,CN_RA
934.381054,CN_SA
934.382254,CN_SA
934.38347,CN_MM
0.934383,CN_SA
934.385854,CN_RA
934.385854,CN_SA
934.387054,CN_RA
934.387054,CN_SA
934.388254,CN_MM
0.093438,CN_RA
934.389454,CN_RA
934.390653,CN_SA
934.391854,CN_MM
0.093439,CN_RA
934.399054,CN_RA
934.40147,CN_RA
934.40147,CN_SA
934.402653,CN_RA
934.402653,CN_SA
934.403854,CN_RA
934.403854,CN_SA
934.405055,CN_MM
0.09344,CN_RA
934.406253,CN_RA
934.408654,CN_MM
934.408654,CN_RA
934.409874,CN_RA
934.411054,CN_MM
934.411054,CN_RA
934.412254,CN_MM
0.934412,CN_RA
934.413464,CN_RA
934.414654,CN_MM
934.414654,CN_RA
934.415854,CN_RA
934.417054,CN_MM
934.417054,CN_RA
934.419471,CN_MM
934.419471,CN_RA
934.420654,CN_RA
934.421854,CN_MM
934.421854,CN_RA
934.423054,CN_RA
934.424253,CN_RA
934.426654,CN_MM
934.426654,CN_RA
934.429054,CN_RA
934.430255,CN_MM
0.093443,CN_RA
934.431454,CN_RA
934.432653,CN_MM
0.093443,CN_RA
934.435055,CN_MM
934.435055,CN_RA
934.436253,CN_RA
934.43747,CN_MM
0.093443,CN_RA
934.438654,CN_MM
0.934438,CN_RA
934.439854,CN_MM
0.934439,CN_RA
934.441054,CN_RA
934.441054,CN_SA
934.442255,CN_MM
0.934442,CN_RA
934.444653,CN_MM
0.934444,CN_RA
934.445854,CN_RA
934.447054,CN_MM
0.934447,CN_RA
934.448253,CN_RA
934.449469,CN_RA
934.450654,CN_MM
934.450654,CN_RA
934.450654,CN_SA
934.451854,CN_RA
934.451854,CN_SA
934.453054,CN_RA
934.453054,CN_SA
934.454254,CN_MM
0.093445,CN_RA
934.456653,CN_RA
934.456653,CN_SA
934.457853,CN_RA
934.457853,CN_SA
934.459054,CN_RA
934.459054,CN_SA
934.460254,CN_MM
0.93446,CN_RA
934.461463,CN_SA
934.462654,CN_RA
934.465054,CN_RA
