t_rel_s,t_unix,touch_t_stm_s,force_net_n,load_cell_raw_n,load_cell_voltage_v,touch_i_final,v00,v01,v02,v03,v04,v10,v11,v12,v13,v14,v20,v21,v22,v23,v24,v30,v31,v32,v33,v34,v40,v41,v42,v43,v44
0.0969,1782562475.9600,2926.250855,0.0000,0.0000,0.00000,3.2926,3.2774,3.2927,3.2976,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2927,3.2919,3.3000,3.2911,3.2919,3.2847,3.2927,3.2533,3.2823,3.2839,3.2936,3.2976
0.0985,1782562475.9616,2926.252054,0.0000,0.0000,0.00000,3.2946,3.3000,3.3000,3.3000,3.2984,3.2952,3.3000,3.3000,3.2992,3.2919,3.2919,3.3000,3.2895,3.2927,3.2863,3.2936,3.2629,3.2847,3.2871,3.3000,3.3000,3.2911,3.3000,3.3000,3.3000,3.3000
0.0993,1782562475.9624,2926.253255,0.0000,0.0000,0.00000,3.2912,3.3000,3.2855,3.2919,3.2831,3.2911,3.2549,3.2790,3.2863,3.2976,3.2992,3.2694,3.2839,3.2887,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.2992,3.2887,3.2895
0.1003,1782562475.9634,2926.254455,0.0000,0.0000,0.00000,3.2922,3.2799,3.2936,3.2927,3.3000,3.2968,3.2895,3.3000,3.2944,3.3000,3.2976,3.3000,3.3000,3.3000,3.2863,3.2887,3.3000,3.2944,3.2960,3.2807,3.2911,3.2686,3.2815,3.2887,3.2871,3.2976
0.1015,1782562475.9646,2926.255654,0.0000,0.0000,0.00000,3.2916,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2903,3.2895,3.2581,3.2807,3.2863,3.2871,3.2976,3.2629,3.2799,3.2895,3.3000,3.3000,3.2863,3.2976,3.2936,3.3000,3.2968
0.1027,1782562475.9658,2926.256854,0.0000,0.0000,0.00000,3.2924,3.3000,3.2984,3.2992,3.2927,3.2887,3.2686,3.2823,3.2887,3.2855,3.2944,3.2662,3.2839,3.2871,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2919,3.3000,3.3000,3.3000,3.2927,3.2919
0.1041,1782562475.9672,2926.258055,0.0000,0.0000,0.00000,3.2905,3.2678,3.2831,3.2887,3.3000,3.3000,3.2766,3.2863,3.2895,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2871,3.3000,3.2952,3.2936,3.2823,3.2895,3.2718,3.2855,3.2879,3.2831,3.2944
0.1053,1782562475.9684,2926.259255,0.0000,0.0000,0.00000,3.2904,3.2871,3.2960,3.2936,3.3000,3.2992,3.3000,3.3000,3.3000,3.2855,3.2903,3.2653,3.2847,3.2871,3.2831,3.2919,3.2581,3.2831,3.2895,3.2936,3.2992,3.2799,3.2960,3.2976,3.3000,3.2984
0.1065,1782562475.9696,2926.260454,0.0000,0.0000,0.00000,3.2918,3.3000,3.3000,3.3000,3.2952,3.2911,3.2541,3.2807,3.2871,3.2936,3.2984,3.2613,3.2839,3.2871,3.2992,3.2976,3.2871,3.2984,3.2952,3.3000,3.2976,3.3000,3.3000,3.3000,3.2960,3.2911
0.1075,1782562475.9706,2926.261655,0.0000,0.0000,0.00000,3.2921,3.2565,3.2807,3.2871,3.2903,3.2960,3.2831,3.2968,3.2976,3.3000,3.2984,3.3000,3.3000,3.3000,3.2992,3.2927,3.3000,3.3000,3.2992,3.2871,3.2927,3.2911,3.2855,3.2871,3.2839,3.2976
0.1089,1782562475.9720,2926.262855,0.0000,0.0000,0.00000,3.2920,3.2847,3.2968,3.2879,3.3000,3.2952,3.3000,3.3000,3.3000,3.3000,3.2919,3.3000,3.2903,3.2960,3.2799,3.2903,3.2637,3.2823,3.2903,3.2847,3.2960,3.2847,3.2944,3.2919,3.3000,3.3000
0.1105,1782562475.9736,2926.264054,0.0000,0.0000,0.00000,3.2905,3.3000,3.2919,3.2984,3.2831,3.2895,3.2766,3.2839,3.2887,3.2847,3.2952,3.2541,3.2823,3.2863,3.2976,3.2960,3.2782,3.2936,3.2960,3.3000,3.2968,3.3000,3.3000,3.3000,3.2976,3.2919
0.1113,1782562475.9744,2926.265255,0.0000,0.0000,0.00000,3.2924,3.2549,3.2879,3.2847,3.2871,3.2992,3.2855,3.3000,3.2992,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.2992,3.2790,3.2927,3.2976,3.2871,3.2919,3.2799,3.2919
0.1123,1782562475.9754,2926.266455,0.0000,0.0000,0.00000,3.2916,3.2887,3.2984,3.2968,3.3000,3.2976,3.3000,3.3000,3.3000,3.2992,3.2936,3.3000,3.2960,3.2960,3.2807,3.2903,3.2573,3.2790,3.2831,3.2911,3.2968,3.2678,3.2879,3.2919,3.2992,3.2992
0.1136,1782562475.9766,2926.267654,0.0000,0.0000,0.00000,3.2928,3.3000,3.3000,3.3000,3.2927,3.2911,3.2984,3.2863,3.2919,3.2799,3.2919,3.2581,3.2831,3.2871,3.2976,3.2976,3.2847,3.2960,3.2960,3.3000,3.3000,3.3000,3.3000,3.3000,3.2976,3.2911
0.1150,1782562475.9780,2926.268855,0.0000,0.0000,0.00000,3.2906,3.2670,3.2839,3.2879,3.2871,3.2919,3.2742,3.2895,3.2887,3.3000,3.3000,3.2863,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2815,3.2911,3.2879,3.2839,3.2879,3.2847,3.2944
0.1161,1782562475.9792,2926.270055,0.0000,0.0000,0.00000,3.2925,3.2782,3.2903,3.2936,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2984,3.2984,3.2839,3.2895,3.2855,3.2855,3.2903,3.2847,3.2927,3.2686,3.2903,3.2919,3.3000,3.2992
0.1173,1782562475.9804,2926.271254,0.0000,0.0000,0.00000,3.2916,3.3000,3.3000,3.3000,3.2879,3.2895,3.2911,3.2895,3.2927,3.2782,3.2952,3.2557,3.2799,3.2863,3.2887,3.2960,3.2750,3.2984,3.2960,3.3000,3.2984,3.3000,3.3000,3.3000,3.2968,3.2936
0.1185,1782562475.9816,2926.272455,0.0000,0.0000,0.00000,3.2928,3.2790,3.2855,3.2903,3.2863,3.2976,3.2718,3.2919,3.2936,3.3000,3.3000,3.2944,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.3000,3.2887,3.2879,3.3000,3.2903,3.2927,3.2807,3.2919
0.1196,1782562475.9826,2926.273655,0.0000,0.0000,0.00000,3.2931,3.2807,3.2936,3.2952,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2903,3.2968,3.3000,3.2895,3.2936,3.2847,3.2927,3.2589,3.2782,3.2879,3.2952,3.2984
0.1207,1782562475.9838,2926.274855,0.0000,0.0000,0.00000,3.2928,3.3000,3.3000,3.3000,3.2960,3.2936,3.3000,3.2976,3.2960,3.2839,3.2911,3.2549,3.2823,3.2863,3.2847,3.2984,3.2863,3.2960,3.2903,3.3000,3.3000,3.2911,3.2992,3.2960,3.3000,3.2976
0.1225,1782562475.9856,2926.276054,0.0000,0.0000,0.00000,3.2918,3.2807,3.2831,3.2927,3.2823,3.2936,3.2573,3.2831,3.2903,3.3000,3.2976,3.2815,3.2984,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2936,3.2919,3.3000,3.3000,3.2992,3.2855,3.2911
0.1233,1782562475.9864,2926.277255,0.0000,0.0000,0.00000,3.2917,3.2710,3.2903,3.2936,3.3000,3.2976,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2903,3.2895,3.2911,3.2839,3.2911,3.2871,3.2952,3.2589,3.2807,3.2863,3.2960,3.2968
0.1243,1782562475.9874,2926.278454,0.0000,0.0000,0.00000,3.2934,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.2976,3.2871,3.2911,3.2774,3.2839,3.2887,3.2879,3.2944,3.2670,3.2863,3.2871,3.3000,3.2992,3.2960,3.3000,3.3000,3.3000,3.2960
0.1255,1782562475.9886,2926.279654,0.0000,0.0000,0.00000,3.2923,3.2976,3.2887,3.2944,3.2855,3.2879,3.2557,3.2807,3.2863,3.2903,3.2984,3.2831,3.2968,3.2968,3.3000,3.2968,3.3000,3.3000,3.3000,3.2968,3.2919,3.3000,3.3000,3.3000,3.2879,3.2911
0.1270,1782562475.9900,2926.280855,0.0000,0.0000,0.00000,3.2905,3.2670,3.2855,3.2895,3.2976,3.2960,3.2871,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2960,3.2919,3.2984,3.2839,3.2919,3.2831,3.2919,3.2549,3.2782,3.2863,3.2919,3.2960
0.1281,1782562475.9912,2926.282054,0.0000,0.0000,0.00000,3.2922,3.3000,3.3000,3.2992,3.3000,3.2960,3.3000,3.2936,3.2952,3.2807,3.2911,3.2927,3.2839,3.2887,3.2847,3.2952,3.2581,3.2823,3.2879,3.2903,3.2960,3.2944,3.3000,3.3000,3.3000,3.2960
0.1293,1782562475.9924,2926.283254,0.0000,0.0000,0.00000,3.2927,3.2984,3.2879,3.2936,3.2799,3.2879,3.2790,3.2815,3.2887,3.2863,3.2952,3.2799,3.2944,3.2927,3.3000,3.3000,3.2992,3.3000,3.2992,3.3000,3.2960,3.3000,3.3000,3.2968,3.2927,3.2871
0.1305,1782562475.9936,2926.284455,0.0000,0.0000,0.00000,3.2910,3.2573,3.2823,3.2871,3.2936,3.2960,3.2815,3.2952,3.2919,3.3000,3.2984,3.3000,3.3000,3.3000,3.2984,3.2919,3.3000,3.3000,3.3000,3.2911,3.2911,3.2605,3.2790,3.2863,3.2952,3.2992
0.1315,1782562475.9946,2926.285654,0.0000,0.0000,0.00000,3.2930,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.3000,3.2992,3.2863,3.2911,3.3000,3.2944,3.2960,3.2831,3.2952,3.2589,3.2823,3.2855,3.2879,3.3000,3.2807,3.2960,3.2952,3.3000,3.3000
0.1330,1782562475.9960,2926.286854,0.0000,0.0000,0.00000,3.2926,3.3000,3.3000,3.3000,3.2863,3.2903,3.2807,3.2823,3.2903,3.2847,3.2927,3.2694,3.2863,3.2911,3.3000,3.3000,3.2895,3.3000,3.2968,3.3000,3.2960,3.3000,3.3000,3.3000,3.2871,3.2911
0.1345,1782562475.9976,2926.288055,0.0000,0.0000,0.00000,3.2910,3.2516,3.2807,3.2895,3.2952,3.2968,3.2734,3.2895,3.2936,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.2968,3.2855,3.2919,3.2871,3.2871,3.2927,3.2799,3.2911
0.1353,1782562475.9984,2926.289254,0.0000,0.0000,0.00000,3.2932,3.2863,3.2968,3.2927,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2968,3.2960,3.2863,3.2895,3.2589,3.2823,3.2879,3.2871,3.2960,3.2831,3.3000,3.2976,3.3000,3.3000
0.1363,1782562475.9994,2926.290454,0.0000,0.0000,0.00000,3.2937,3.3000,3.2968,3.2968,3.2863,3.2895,3.3000,3.2871,3.2871,3.2855,3.2968,3.2702,3.2903,3.2936,3.3000,3.3000,3.2807,3.2960,3.2936,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2927
0.1375,1782562476.0006,2926.291654,0.0000,0.0000,0.00000,3.2914,3.2653,3.2855,3.2879,3.2839,3.2952,3.2750,3.2919,3.2944,3.3000,3.2976,3.3000,3.3000,3.3000,3.2944,3.2911,3.3000,3.3000,3.3000,3.2903,3.2919,3.2879,3.2839,3.2919,3.2831,3.2927
0.1390,1782562476.0020,2926.292855,0.0000,0.0000,0.00000,3.2929,3.2911,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2992,3.2911,3.3000,3.2903,3.2927,3.2807,3.2936,3.2613,3.2790,3.2863,3.2871,3.3000,3.2807,3.2976,3.2976,3.3000,3.2984
0.1401,1782562476.0032,2926.294054,0.0000,0.0000,0.00000,3.2933,3.3000,3.3000,3.3000,3.2952,3.2919,3.3000,3.2927,3.2936,3.2847,3.2911,3.2565,3.2807,3.2839,3.2952,3.3000,3.2774,3.2936,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2960
0.1413,1782562476.0044,2926.295255,0.0000,0.0000,0.00000,3.2908,3.2565,3.2807,3.2863,3.2911,3.2976,3.2597,3.2863,3.2895,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2895,3.2903,3.2944,3.2871,3.2927,3.2807,3.2911
0.1425,1782562476.0056,2926.296455,0.0000,0.0000,0.00000,3.2931,3.2758,3.2927,3.2903,3.2992,3.2984,3.3000,3.3000,3.3000,3.3000,3.2911,3.3000,3.3000,3.3000,3.2960,3.2887,3.2976,3.2863,3.2919,3.2815,3.2944,3.2670,3.2871,3.2911,3.2976,3.3000
0.1435,1782562476.0066,2926.297654,0.0000,0.0000,0.00000,3.2923,3.3000,3.3000,3.3000,3.3000,3.2911,3.3000,3.2936,3.2936,3.2831,3.2919,3.2581,3.2807,3.2831,3.2903,3.2984,3.2750,3.2863,3.2887,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2960
0.1449,1782562476.0080,2926.298855,0.0000,0.0000,0.00000,3.2919,3.2936,3.2839,3.2871,3.2839,3.2952,3.2597,3.2815,3.2863,3.2944,3.2976,3.2944,3.3000,3.2984,3.2968,3.2992,3.3000,3.3000,3.3000,3.2927,3.2919,3.3000,3.2927,3.2952,3.2831,3.2895
0.1467,1782562476.0098,2926.300055,0.0000,0.0000,0.00000,3.2904,3.2605,3.2807,3.2895,3.2960,3.2968,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.3000,3.2968,3.2863,3.2895,3.2879,3.2855,3.2863,3.2871,3.2984,3.2718,3.2823,3.2863,3.2871,3.2976
0.1475,1782562476.0106,2926.301255,0.0000,0.0000,0.00000,3.2915,3.3000,3.3000,3.3000,3.2952,3.2919,3.3000,3.2903,3.2944,3.2807,3.2911,3.2629,3.2807,3.2871,3.2895,3.2960,3.2678,3.2871,3.2919,3.3000,3.2960,3.2863,3.3000,3.2992,3.3000,3.2992
0.1483,1782562476.0114,2926.302455,0.0000,0.0000,0.00000,3.2908,3.2895,3.2839,3.2887,3.2839,3.2936,3.2525,3.2807,3.2871,3.2895,3.2968,3.2815,3.2944,3.2936,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2936,3.2952,3.2831,3.2911
0.1496,1782562476.0126,2926.303655,0.0000,0.0000,0.00000,3.2919,3.2678,3.2871,3.2919,3.3000,3.2984,3.2976,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2968,3.2919,3.3000,3.2863,3.2927,3.2839,3.2919,3.2557,3.2774,3.2871,3.2936,3.2976
0.1510,1782562476.0140,2926.304855,0.0000,0.0000,0.00000,3.2927,3.3000,3.3000,3.3000,3.2992,3.2936,3.3000,3.3000,3.3000,3.2871,3.2895,3.2766,3.2839,3.2871,3.2871,3.2952,3.2565,3.2847,3.2863,3.3000,3.2984,3.2960,3.3000,3.2984,3.3000,3.2968
0.1521,1782562476.0152,2926.306054,0.0000,0.0000,0.00000,3.2924,3.3000,3.2903,3.2936,3.2799,3.2911,3.2597,3.2790,3.2855,3.2919,3.2984,3.2799,3.2952,3.2960,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.3000,3.3000,3.2895,3.2911
0.1533,1782562476.0164,2926.307255,0.0000,0.0000,0.00000,3.2911,3.2549,3.2807,3.2895,3.2911,3.2960,3.2968,3.3000,3.3000,3.3000,3.2992,3.3000,3.3000,3.3000,3.2944,3.2887,3.3000,3.2952,3.3000,3.2871,3.2879,3.2613,3.2831,3.2879,3.2871,3.2960
0.1545,1782562476.0176,2926.308455,0.0000,0.0000,0.00000,3.2915,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.2984,3.2855,3.2911,3.3000,3.2887,3.2911,3.2807,3.2944,3.2573,3.2807,3.2863,3.2919,3.2960,3.2726,3.2871,3.2936,3.3000,3.2984
0.1555,1782562476.0186,2926.309654,0.0000,0.0000,0.00000,3.2915,3.2984,3.2855,3.2911,3.2831,3.2911,3.2516,3.2799,3.2863,3.2887,3.2944,3.2766,3.2927,3.2952,3.3000,3.2968,3.2984,3.3000,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2903,3.2895
0.1569,1782562476.0200,2926.310855,0.0000,0.0000,0.00000,3.2913,3.2734,3.2831,3.2863,3.2879,3.2992,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2944,3.2911,3.3000,3.2927,3.2976,3.2831,3.2927,3.2557,3.2807,3.2879,3.2871,3.2952
0.1585,1782562476.0216,2926.312054,0.0000,0.0000,0.00000,3.2923,3.2927,3.2984,3.2984,3.3000,3.2960,3.3000,3.3000,3.3000,3.2887,3.2927,3.2911,3.2871,3.2919,3.2815,3.2936,3.2645,3.2847,3.2863,3.2976,3.2984,3.2799,3.2927,3.2919,3.3000,3.2984
0.1593,1782562476.0224,2926.313254,0.0000,0.0000,0.00000,3.2933,3.3000,3.3000,3.3000,3.2863,3.2895,3.2774,3.2839,3.2903,3.2839,3.2976,3.2694,3.2871,3.2911,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2903,3.2919
0.1603,1782562476.0234,2926.314455,0.0000,0.0000,0.00000,3.2906,3.2541,3.2790,3.2847,3.2911,3.2992,3.2847,3.2992,3.2992,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2936,3.2927,3.2807,3.2927,3.2710,3.2839,3.2879,3.2847,3.2936
0.1615,1782562476.0246,2926.315654,0.0000,0.0000,0.00000,3.2922,3.2968,3.3000,3.2992,3.3000,3.2984,3.3000,3.3000,3.2871,3.3000,3.2960,3.2936,3.2863,3.2879,3.2823,3.2903,3.2670,3.2831,3.2879,3.2847,3.2944,3.2815,3.2944,3.2960,3.3000,3.2984
0.1630,1782562476.0260,2926.316854,0.0000,0.0000,0.00000,3.2926,3.3000,3.3000,3.3000,3.2960,3.2903,3.3000,3.2895,3.2952,3.2807,3.2927,3.2516,3.2782,3.2847,3.2968,3.2984,3.2831,3.3000,3.2960,3.3000,3.2976,3.3000,3.3000,3.3000,3.2911,3.2919
0.1641,1782562476.0272,2926.318055,0.0000,0.0000,0.00000,3.2904,3.2645,3.2815,3.2895,3.2831,3.2936,3.2653,3.2823,3.2847,3.2911,3.2976,3.2952,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2903,3.2895,3.3000,3.2903,3.2919,3.2790,3.2960
0.1653,1782562476.0284,2926.319255,0.0000,0.0000,0.00000,3.2921,3.2879,3.2984,3.2968,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.2936,3.2919,3.2831,3.2927,3.2557,3.2807,3.2879,3.2895,3.2976,3.2710,3.2895,3.2960,3.3000,3.2984
0.1665,1782562476.0296,2926.320454,0.0000,0.0000,0.00000,3.2923,3.3000,3.3000,3.3000,3.2976,3.2903,3.2984,3.2871,3.2927,3.2847,3.2911,3.2549,3.2807,3.2871,3.2960,3.2960,3.2799,3.2984,3.2952,3.3000,3.2992,3.3000,3.3000,3.3000,3.2871,3.2911
0.1675,1782562476.0306,2926.321654,0.0000,0.0000,0.00000,3.2920,3.2766,3.2815,3.2871,3.2863,3.2911,3.2629,3.2863,3.2895,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2936,3.2895,3.3000,3.2927,3.2936,3.2823,3.2927
0.1690,1782562476.0320,2926.322855,0.0000,0.0000,0.00000,3.2921,3.2742,3.2936,3.2984,3.3000,3.2960,3.3000,3.3000,3.3000,3.2968,3.2968,3.3000,3.2936,3.2960,3.2879,3.2927,3.2823,3.2839,3.2936,3.2815,3.2919,3.2662,3.2871,3.2911,3.3000,3.2984
0.1705,1782562476.0335,2926.324054,0.0000,0.0000,0.00000,3.2939,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.3000,3.2976,3.2839,3.2927,3.2549,3.2807,3.2863,3.2976,3.2968,3.2799,3.2952,3.2968,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2936
0.1713,1782562476.0344,2926.325255,0.0000,0.0000,0.00000,3.2921,3.2823,3.2839,3.2919,3.2831,3.2911,3.2662,3.2855,3.2903,3.3000,3.3000,3.2831,3.2976,3.2952,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2903,3.3000,3.2919,3.2919,3.2847,3.2927
0.1723,1782562476.0354,2926.326455,0.0000,0.0000,0.00000,3.2904,3.2662,3.2831,3.2911,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2952,3.3000,3.3000,3.3000,3.2887,3.2927,3.2726,3.2807,3.2919,3.2863,3.2952,3.2597,3.2831,3.2839,3.2936,3.2976
0.1735,1782562476.0366,2926.327654,0.0000,0.0000,0.00000,3.2925,3.3000,3.3000,3.3000,3.3000,3.2903,3.3000,3.3000,3.2992,3.2831,3.2911,3.2581,3.2807,3.2839,3.2936,3.2976,3.2645,3.2807,3.2927,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2960
0.1750,1782562476.0380,2926.328855,0.0000,0.0000,0.00000,3.2915,3.3000,3.2968,3.2927,3.2799,3.2927,3.2589,3.2815,3.2871,3.2976,3.2976,3.2678,3.2879,3.2919,3.3000,3.2984,3.2903,3.3000,3.3000,3.3000,3.2960,3.3000,3.2968,3.2960,3.2879,3.2895
0.1761,1782562476.0392,2926.330055,0.0000,0.0000,0.00000,3.2908,3.2662,3.2847,3.2887,3.2968,3.2968,3.2863,3.2976,3.2992,3.3000,3.2984,3.3000,3.3000,3.3000,3.2871,3.2895,3.3000,3.2895,3.2919,3.2847,3.2911,3.2589,3.2847,3.2879,3.2919,3.2976
0.1773,1782562476.0404,2926.331254,0.0000,0.0000,0.00000,3.2925,3.2863,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2839,3.2903,3.2895,3.2871,3.2879,3.2847,3.2976,3.2589,3.2831,3.2871,3.2944,3.2960,3.2960,3.3000,3.3000,3.3000,3.2960
0.1785,1782562476.0416,2926.332455,0.0000,0.0000,0.00000,3.2928,3.3000,3.3000,3.2992,3.2855,3.2903,3.2726,3.2895,3.2887,3.3000,3.2968,3.2629,3.2847,3.2863,3.3000,3.2976,3.3000,3.3000,3.3000,3.2976,3.2903,3.3000,3.3000,3.2992,3.2887,3.2895
0.1795,1782562476.0426,2926.333655,0.0000,0.0000,0.00000,3.2900,3.2541,3.2807,3.2871,3.2984,3.2992,3.2839,3.2992,3.2992,3.3000,3.2960,3.3000,3.3000,3.3000,3.3000,3.2887,3.2879,3.2871,3.2911,3.2831,3.2911,3.2645,3.2823,3.2887,3.2895,3.2976
0.1809,1782562476.0440,2926.334855,0.0000,0.0000,0.00000,3.2912,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.2984,3.3000,3.2871,3.2895,3.2952,3.2839,3.2960,3.2782,3.2919,3.2565,3.2807,3.2871,3.2952,3.2960,3.2718,3.2927,3.2911,3.3000,3.2968
0.1825,1782562476.0456,2926.336054,0.0000,0.0000,0.00000,3.2933,3.3000,3.3000,3.3000,3.2863,3.2911,3.2831,3.2863,3.2887,3.2863,3.2976,3.2799,3.2944,3.3000,3.3000,3.2968,3.2782,3.2944,3.2919,3.3000,3.3000,3.3000,3.3000,3.3000,3.2871,3.2911
0.1833,1782562476.0464,2926.337255,0.0000,0.0000,0.00000,3.2917,3.2565,3.2847,3.2871,3.2960,3.2968,3.2799,3.2984,3.2952,3.3000,3.2992,3.3000,3.3000,3.3000,3.2976,3.2903,3.3000,3.2976,3.2944,3.2839,3.2927,3.2863,3.2855,3.2919,3.2855,3.2927
0.1843,1782562476.0474,2926.338455,0.0000,0.0000,0.00000,3.2929,3.3000,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2903,3.2936,3.3000,3.2903,3.2944,3.2831,3.2895,3.2581,3.2799,3.2831,3.2984,3.3000,3.2799,3.2960,3.2944,3.3000,3.2984
0.1855,1782562476.0486,2926.339654,0.0000,0.0000,0.00000,3.2917,3.3000,3.2984,3.3000,3.2847,3.2895,3.2678,3.2807,3.2871,3.2895,3.2952,3.2573,3.2831,3.2871,3.2992,3.2992,3.3000,3.3000,3.3000,3.3000,3.2952,3.3000,3.3000,3.3000,3.2903,3.2887
0.1870,1782562476.0500,2926.340855,0.0000,0.0000,0.00000,3.2906,3.2533,3.2807,3.2879,3.2984,3.2960,3.2799,3.2960,3.2976,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.3000,3.3000,3.2992,3.2936,3.2605,3.2807,3.2863,3.2662,3.2976
0.1881,1782562476.0512,2926.342055,0.0000,0.0000,0.00000,3.2927,3.2992,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2960,3.2919,3.3000,3.3000,3.2968,3.2855,3.2927,3.2799,3.2823,3.2863,3.2911,3.2944,3.2613,3.2831,3.2863,3.2960,3.2976
0.1893,1782562476.0524,2926.343254,0.0000,0.0000,0.00000,3.2936,3.3000,3.3000,3.2968,3.2871,3.2911,3.3000,3.2855,3.2927,3.2871,3.2960,3.2678,3.2903,3.2919,3.3000,3.2992,3.2790,3.2903,3.2936,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2927
0.1905,1782562476.0535,2926.344454,0.0000,0.0000,0.00000,3.2928,3.2831,3.2855,3.2895,3.2823,3.2927,3.2645,3.2831,3.2895,3.2992,3.2976,3.2992,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2871,3.2927,3.3000,3.3000,3.3000,3.2871,3.2927
0.1916,1782562476.0546,2926.345654,0.0000,0.0000,0.00000,3.2938,3.2871,3.2984,3.2992,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.2927,3.2952,3.2847,3.2936,3.2903,3.2895,3.2911,3.2847,3.2960,3.2734,3.2895,3.2919,3.3000,3.2984
0.1927,1782562476.0558,2926.346854,0.0000,0.0000,0.00000,3.2909,3.3000,3.2968,3.3000,3.2807,3.2887,3.2944,3.2871,3.2911,3.2831,3.2927,3.2605,3.2815,3.2863,3.2839,3.2968,3.2742,3.2911,3.2911,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2927
0.1945,1782562476.0575,2926.348054,0.0000,0.0000,0.00000,3.2897,3.2734,3.2839,3.2895,3.2831,3.2919,3.2557,3.2823,3.2863,3.2919,3.2984,3.2815,3.2968,3.2952,3.3000,3.2992,3.3000,3.3000,3.3000,3.2927,3.2911,3.3000,3.2863,3.2903,3.2807,3.2927
0.1953,1782562476.0584,2926.349254,0.0000,0.0000,0.00000,3.2930,3.2831,3.2968,3.2952,3.3000,3.2976,3.3000,3.3000,3.3000,3.2992,3.2936,3.3000,3.3000,3.2968,3.2919,3.2911,3.3000,3.2944,3.2944,3.2823,3.2903,3.2581,3.2799,3.2863,3.2952,3.3000
0.1963,1782562476.0594,2926.350454,0.0000,0.0000,0.00000,3.2946,3.3000,3.3000,3.3000,3.3000,3.2871,3.3000,3.2968,3.2984,3.2847,3.2895,3.2952,3.2839,3.2879,3.2847,3.2960,3.2799,3.2919,3.2919,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2976
