t_rel_s,t_unix,force_net_n,load_cell_raw_n,load_cell_voltage_v,touch_i_final,v00,v01,v02,v03,v10,v11,v12,v13,v20,v21,v22,v23,v30,v31,v32,v33
232.2829,1782155149.1023,0.0000,0.0000,0.00000,0.0000,3.2839,3.2613,3.2702,3.1074,3.2412,3.2307,3.2702,3.1050,3.3000,3.2653,3.2726,3.1130,3.3000,3.2742,3.2750,3.1114
232.3633,1782155149.1827,0.0000,0.0000,0.00000,0.0000,3.2887,3.2710,3.2726,3.1074,3.2952,3.2363,3.2670,3.1114,3.3000,3.2653,3.2694,3.1122,3.2645,3.2686,3.2758,3.1114
232.3836,1782155149.2030,0.0000,0.0000,0.00000,0.0000,3.3000,3.2637,3.2702,3.1090,3.2645,3.2259,3.2653,3.1098,3.2710,3.2670,3.2758,3.1122,3.2694,3.2702,3.2758,3.1243
232.4599,1782155149.2793,0.0000,0.0000,0.00000,0.0000,3.3000,3.2637,3.2702,3.1090,3.2645,3.2259,3.2653,3.1098,3.2710,3.2670,3.2758,3.1122,3.2694,3.2702,3.2758,3.1243
232.4812,1782155149.3007,0.0000,0.0000,0.00000,0.0000,3.2879,3.2533,3.2734,3.1122,3.2315,3.2226,3.2718,3.1147,3.2976,3.2734,3.2766,3.1122,3.3000,3.2734,3.2758,3.1211
232.5566,1782155149.3760,0.0000,0.0000,0.00000,0.0000,3.2879,3.2533,3.2734,3.1122,3.2315,3.2226,3.2718,3.1147,3.2976,3.2734,3.2766,3.1122,3.3000,3.2734,3.2758,3.1211
232.5771,1782155149.3966,0.0000,0.0000,0.00000,0.0000,3.2653,3.2541,3.2742,3.1082,3.2799,3.2267,3.2702,3.0993,3.3000,3.2678,3.2734,3.1090,3.2678,3.2589,3.2766,3.1122
232.6478,1782155149.4672,0.0000,0.0000,0.00000,0.0000,3.2653,3.2541,3.2742,3.1082,3.2799,3.2267,3.2702,3.0993,3.3000,3.2678,3.2734,3.1090,3.2678,3.2589,3.2766,3.1122
232.6680,1782155149.4874,0.0000,0.0000,0.00000,0.0000,3.2653,3.2541,3.2742,3.1082,3.2799,3.2267,3.2702,3.0993,3.3000,3.2678,3.2734,3.1090,3.2678,3.2589,3.2766,3.1122
232.7430,1782155149.5625,0.0000,0.0000,0.00000,0.0000,3.3000,3.2573,3.2718,3.1018,3.2984,3.2331,3.2653,3.1034,3.2799,3.2710,3.2742,3.1147,3.2525,3.2629,3.2742,3.1195
232.7636,1782155149.5830,0.0000,0.0000,0.00000,0.0000,3.3000,3.2573,3.2718,3.1018,3.2984,3.2331,3.2653,3.1034,3.2799,3.2710,3.2742,3.1147,3.2525,3.2629,3.2742,3.1195
232.8471,1782155149.6666,0.0000,0.0000,0.00000,0.0000,3.3000,3.2516,3.2678,3.1058,3.2460,3.2283,3.2694,3.1010,3.2629,3.2629,3.2742,3.1203,3.2895,3.2710,3.2774,3.1203
232.8680,1782155149.6874,0.0000,0.0000,0.00000,0.0000,3.2774,3.2597,3.2758,3.1106,3.2597,3.2283,3.2694,3.1010,3.2629,3.2629,3.2742,3.1203,3.2895,3.2710,3.2774,3.1203
232.9430,1782155149.7625,0.0000,0.0000,0.00000,0.0000,3.2774,3.2597,3.2758,3.1106,3.2597,3.2371,3.2686,3.1001,3.3000,3.2694,3.2742,3.1098,3.3000,3.2710,3.2710,3.1050
232.9632,1782155149.7826,0.0000,0.0000,0.00000,0.0000,3.2774,3.2597,3.2758,3.1106,3.2597,3.2371,3.2686,3.1001,3.3000,3.2694,3.2742,3.1098,3.3000,3.2710,3.2710,3.1050
233.0309,1782155149.8503,0.0000,0.0000,0.00000,0.0000,3.3000,3.2678,3.2710,3.1066,3.2927,3.2339,3.2645,3.1082,3.2960,3.2581,3.2742,3.1179,3.2452,3.2605,3.2742,3.1187
233.0511,1782155149.8706,0.0000,0.0000,0.00000,0.0000,3.3000,3.2678,3.2710,3.1066,3.2927,3.2339,3.2645,3.1082,3.2960,3.2581,3.2742,3.1179,3.2452,3.2605,3.2742,3.1187
233.1212,1782155149.9407,0.0000,0.0000,0.00000,0.0000,3.3000,3.2629,3.2710,3.1179,3.2533,3.2315,3.2702,3.1066,3.2662,3.2645,3.2742,3.1090,3.2847,3.2702,3.2726,3.1122
233.1414,1782155149.9608,0.0000,0.0000,0.00000,0.0000,3.3000,3.2629,3.2710,3.1179,3.2533,3.2315,3.2702,3.1066,3.2662,3.2645,3.2742,3.1090,3.2847,3.2702,3.2726,3.1122
233.2084,1782155150.0278,0.0000,0.0000,0.00000,0.0000,3.2831,3.2629,3.2718,3.1171,3.2331,3.2242,3.2702,3.1122,3.3000,3.2702,3.2742,3.1195,3.3000,3.2718,3.2710,3.1203
233.2288,1782155150.0482,0.0000,0.0000,0.00000,0.0000,3.2831,3.2629,3.2718,3.1171,3.2331,3.2242,3.2702,3.1122,3.3000,3.2702,3.2742,3.1195,3.3000,3.2718,3.2710,3.1203
233.3152,1782155150.1347,0.0000,0.0000,0.00000,0.0000,3.2710,3.2629,3.2742,3.1130,3.2758,3.2275,3.2726,3.1001,3.3000,3.2629,3.2726,3.1042,3.2702,3.2653,3.2774,3.1090
233.3359,1782155150.1554,0.0000,0.0000,0.00000,0.0000,3.2710,3.2629,3.2742,3.1130,3.2758,3.2275,3.2726,3.1001,3.3000,3.2629,3.2726,3.1042,3.2702,3.2653,3.2774,3.1090
233.4058,1782155150.2253,0.0000,0.0000,0.00000,0.0000,3.3000,3.2573,3.2799,3.1090,3.2919,3.2283,3.2710,3.1026,3.2807,3.2678,3.2726,3.1058,3.2436,3.2613,3.2790,3.1138
233.4261,1782155150.2455,0.0000,0.0000,0.00000,0.0000,3.3000,3.2573,3.2799,3.1090,3.2919,3.2283,3.2710,3.1026,3.2807,3.2678,3.2726,3.1058,3.2436,3.2613,3.2790,3.1138
233.4933,1782155150.3128,0.0000,0.0000,0.00000,0.0000,3.3000,3.2581,3.2694,3.1018,3.2484,3.2299,3.2670,3.1042,3.2678,3.2702,3.2726,3.1082,3.2927,3.2710,3.2774,3.1098
233.5137,1782155150.3332,0.0000,0.0000,0.00000,0.0000,3.3000,3.2581,3.2694,3.1018,3.2484,3.2299,3.2670,3.1042,3.2678,3.2702,3.2726,3.1082,3.2927,3.2710,3.2774,3.1098
233.5943,1782155150.4137,0.0000,0.0000,0.00000,0.0000,3.2702,3.2525,3.2710,3.1034,3.2468,3.2307,3.2702,3.1001,3.3000,3.2670,3.2726,3.1034,3.2992,3.2637,3.2710,3.1066
233.6148,1782155150.4342,0.0000,0.0000,0.00000,0.0000,3.2702,3.2525,3.2710,3.1034,3.2468,3.2307,3.2702,3.1001,3.3000,3.2670,3.2726,3.1034,3.2992,3.2637,3.2710,3.1066
233.6906,1782155150.5100,0.0000,0.0000,0.00000,0.0000,3.2702,3.2605,3.2742,3.1130,3.2903,3.2299,3.2678,3.1082,3.3000,3.2653,3.2726,3.1058,3.2605,3.2686,3.2710,3.1130
233.7108,1782155150.5303,0.0000,0.0000,0.00000,0.0000,3.2702,3.2605,3.2742,3.1130,3.2903,3.2299,3.2678,3.1082,3.3000,3.2653,3.2726,3.1058,3.2605,3.2686,3.2710,3.1130
233.7824,1782155150.6018,0.0000,0.0000,0.00000,0.0000,3.3000,3.2557,3.2718,3.1090,3.2919,3.2259,3.2670,3.1155,3.2758,3.2621,3.2718,3.1195,3.2597,3.2694,3.2766,3.1211
233.8030,1782155150.6225,0.0000,0.0000,0.00000,0.0000,3.3000,3.2557,3.2718,3.1090,3.2919,3.2259,3.2670,3.1155,3.2758,3.2621,3.2718,3.1195,3.2597,3.2694,3.2766,3.1211
233.8708,1782155150.6903,0.0000,0.0000,0.00000,0.0000,3.2968,3.2533,3.2726,3.1106,3.2371,3.2226,3.2710,3.1010,3.2831,3.2621,3.2782,3.1042,3.3000,3.2726,3.2758,3.1074
233.8909,1782155150.7104,0.0000,0.0000,0.00000,0.0000,3.2968,3.2533,3.2726,3.1106,3.2371,3.2226,3.2710,3.1010,3.2831,3.2621,3.2782,3.1042,3.3000,3.2726,3.2758,3.1074
233.9652,1782155150.7847,0.0000,0.0000,0.00000,0.0000,3.2968,3.2533,3.2726,3.1106,3.2371,3.2226,3.2710,3.1010,3.2831,3.2621,3.2782,3.1042,3.3000,3.2726,3.2758,3.1074
233.9907,1782155150.8101,0.0000,0.0000,0.00000,0.0000,3.2670,3.2557,3.2742,3.1122,3.2581,3.2331,3.2686,3.1018,3.3000,3.2621,3.2734,3.1130,3.2952,3.2629,3.2742,3.1171
234.0577,1782155150.8771,0.0000,0.0000,0.00000,0.0000,3.2670,3.2557,3.2742,3.1122,3.2581,3.2331,3.2686,3.1018,3.3000,3.2621,3.2734,3.1130,3.2952,3.2629,3.2742,3.1171
234.0780,1782155150.8974,0.0000,0.0000,0.00000,0.0000,3.2774,3.2621,3.2750,3.1106,3.2855,3.2291,3.2686,3.1026,3.3000,3.2621,3.2726,3.1090,3.2621,3.2662,3.2742,3.1179
234.1592,1782155150.9786,0.0000,0.0000,0.00000,0.0000,3.2774,3.2621,3.2750,3.1106,3.2855,3.2291,3.2686,3.1026,3.3000,3.2621,3.2726,3.1090,3.2621,3.2662,3.2742,3.1179
234.1805,1782155151.0000,0.0000,0.0000,0.00000,0.0000,3.3000,3.2621,3.2702,3.1066,3.2637,3.2234,3.2686,3.0945,3.2863,3.2621,3.2734,3.1050,3.2823,3.2758,3.2782,3.1058
234.2534,1782155151.0728,0.0000,0.0000,0.00000,0.0000,3.3000,3.2621,3.2702,3.1066,3.2637,3.2234,3.2686,3.0945,3.2863,3.2621,3.2734,3.1050,3.2823,3.2758,3.2782,3.1058
234.2736,1782155151.0930,0.0000,0.0000,0.00000,0.0000,3.2944,3.2500,3.2678,3.1074,3.2379,3.2242,3.2702,3.1042,3.2992,3.2621,3.2758,3.1106,3.3000,3.2734,3.2710,3.1130
234.3509,1782155151.1703,0.0000,0.0000,0.00000,0.0000,3.2944,3.2500,3.2678,3.1074,3.2379,3.2242,3.2702,3.1042,3.2992,3.2621,3.2758,3.1106,3.3000,3.2734,3.2710,3.1130
234.3713,1782155151.1907,0.0000,0.0000,0.00000,0.0000,3.2662,3.2525,3.2726,3.1098,3.2718,3.2339,3.2710,3.1050,3.3000,3.2621,3.2710,3.1066,3.2782,3.2597,3.2750,3.1114
234.4462,1782155151.2657,0.0000,0.0000,0.00000,0.0000,3.2662,3.2525,3.2726,3.1098,3.2718,3.2339,3.2710,3.1050,3.3000,3.2621,3.2710,3.1066,3.2782,3.2597,3.2750,3.1114
234.4685,1782155151.2880,0.0000,0.0000,0.00000,0.0000,3.2911,3.2686,3.2726,3.1098,3.2718,3.2339,3.2710,3.1050,3.3000,3.2621,3.2710,3.1066,3.2782,3.2597,3.2750,3.1114
234.5394,1782155151.3589,0.0000,0.0000,0.00000,0.0000,3.2911,3.2686,3.2718,3.1042,3.2944,3.2275,3.2678,3.1098,3.2944,3.2621,3.2678,3.1130,3.2508,3.2613,3.2790,3.1163
234.5601,1782155151.3795,0.0000,0.0000,0.00000,0.0000,3.2911,3.2686,3.2718,3.1042,3.2944,3.2275,3.2678,3.1098,3.2944,3.2621,3.2678,3.1130,3.2508,3.2613,3.2790,3.1163
234.6344,1782155151.4538,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2710,3.0985,3.2879,3.2226,3.2678,3.1090,3.2653,3.2621,3.2774,3.1098,3.2508,3.2678,3.2815,3.1106
234.6547,1782155151.4741,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2710,3.0985,3.2879,3.2226,3.2678,3.1090,3.2653,3.2621,3.2774,3.1098,3.2508,3.2678,3.2815,3.1106
234.7264,1782155151.5458,0.0000,0.0000,0.00000,0.0000,3.3000,3.2533,3.2726,3.1042,3.2379,3.2218,3.2734,3.1090,3.3000,3.2718,3.2742,3.1155,3.3000,3.2742,3.2734,3.1114
234.7470,1782155151.5664,0.0000,0.0000,0.00000,0.0000,3.3000,3.2533,3.2726,3.1042,3.2379,3.2218,3.2734,3.1090,3.3000,3.2718,3.2742,3.1155,3.3000,3.2742,3.2734,3.1114
234.8080,1782155151.6274,0.0000,0.0000,0.00000,0.0000,3.2686,3.2541,3.2678,3.1034,3.2694,3.2363,3.2710,3.1050,3.3000,3.2678,3.2734,3.1147,3.2968,3.2613,3.2742,3.1171
234.8307,1782155151.6501,0.0000,0.0000,0.00000,0.0000,3.2686,3.2541,3.2678,3.1034,3.2694,3.2363,3.2710,3.1050,3.3000,3.2678,3.2734,3.1147,3.2968,3.2613,3.2742,3.1171
234.9082,1782155151.7276,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2710,3.1074,3.2944,3.2307,3.2670,3.1082,3.2903,3.2597,3.2782,3.1138,3.2662,3.2670,3.2742,3.1203
234.9311,1782155151.7506,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2710,3.1074,3.2944,3.2307,3.2670,3.1082,3.2903,3.2597,3.2782,3.1138,3.2662,3.2670,3.2742,3.1203
235.0070,1782155151.8265,0.0000,0.0000,0.00000,0.0000,3.3000,3.2629,3.2662,3.1066,3.2823,3.2234,3.2678,3.1090,3.2726,3.2645,3.2742,3.1171,3.2815,3.2718,3.2774,3.1171
235.0276,1782155151.8471,0.0000,0.0000,0.00000,0.0000,3.3000,3.2629,3.2662,3.1066,3.2823,3.2234,3.2678,3.1090,3.2726,3.2645,3.2742,3.1171,3.2815,3.2718,3.2774,3.1171
235.1124,1782155151.9318,0.0000,0.0000,0.00000,0.0000,3.2984,3.2549,3.2710,3.1090,3.2412,3.2202,3.2742,3.1122,3.2637,3.2694,3.2774,3.1114,3.2952,3.2653,3.2807,3.1219
235.1331,1782155151.9525,0.0000,0.0000,0.00000,0.0000,3.2984,3.2549,3.2710,3.1090,3.2412,3.2202,3.2742,3.1122,3.2637,3.2694,3.2774,3.1114,3.2952,3.2653,3.2807,3.1219
235.2082,1782155152.0276,0.0000,0.0000,0.00000,0.0000,3.2678,3.2541,3.2726,3.1090,3.2476,3.2355,3.2702,3.1074,3.2637,3.2662,3.2742,3.1179,3.3000,3.2637,3.2774,3.1171
235.2283,1782155152.0478,0.0000,0.0000,0.00000,0.0000,3.2678,3.2541,3.2726,3.1090,3.2476,3.2355,3.2702,3.1074,3.2637,3.2662,3.2742,3.1179,3.3000,3.2637,3.2774,3.1171
235.3080,1782155152.1275,0.0000,0.0000,0.00000,0.0000,3.2742,3.2686,3.2758,3.1074,3.2895,3.2291,3.2694,3.1042,3.2637,3.2613,3.2766,3.1098,3.2629,3.2670,3.2742,3.1235
235.3282,1782155152.1476,0.0000,0.0000,0.00000,0.0000,3.2742,3.2686,3.2758,3.1074,3.2895,3.2291,3.2694,3.1042,3.2637,3.2613,3.2766,3.1098,3.2629,3.2670,3.2742,3.1235
235.4001,1782155152.2195,0.0000,0.0000,0.00000,0.0000,3.3000,3.2573,3.2726,3.1122,3.2984,3.2331,3.2678,3.1122,3.2637,3.2702,3.2758,3.1130,3.2613,3.2718,3.2831,3.1203
235.4204,1782155152.2398,0.0000,0.0000,0.00000,0.0000,3.3000,3.2573,3.2726,3.1122,3.2984,3.2331,3.2678,3.1122,3.2637,3.2702,3.2758,3.1130,3.2613,3.2718,3.2831,3.1203
235.4974,1782155152.3168,0.0000,0.0000,0.00000,0.0000,3.3000,3.2549,3.2678,3.1122,3.2581,3.2234,3.2670,3.1114,3.2653,3.2653,3.2750,3.1122,3.2944,3.2670,3.2702,3.1155
235.5176,1782155152.3371,0.0000,0.0000,0.00000,0.0000,3.3000,3.2549,3.2678,3.1122,3.2581,3.2234,3.2670,3.1114,3.2653,3.2653,3.2750,3.1122,3.2944,3.2670,3.2702,3.1155
235.5924,1782155152.4118,0.0000,0.0000,0.00000,0.0000,3.2718,3.2589,3.2726,3.1130,3.2420,3.2307,3.2734,3.1155,3.2653,3.2637,3.2702,3.1130,3.3000,3.2662,3.2750,3.1122
235.6163,1782155152.4357,0.0000,0.0000,0.00000,0.0000,3.2718,3.2589,3.2726,3.1130,3.2420,3.2307,3.2734,3.1155,3.2653,3.2637,3.2702,3.1130,3.3000,3.2662,3.2750,3.1122
235.6929,1782155152.5124,0.0000,0.0000,0.00000,0.0000,3.2645,3.2541,3.2750,3.1082,3.2839,3.2251,3.2678,3.1098,3.2653,3.2702,3.2686,3.1106,3.2702,3.2645,3.2726,3.1195
235.7133,1782155152.5328,0.0000,0.0000,0.00000,0.0000,3.2645,3.2541,3.2750,3.1082,3.2839,3.2251,3.2678,3.1098,3.2653,3.2702,3.2686,3.1106,3.2702,3.2645,3.2726,3.1195
235.7851,1782155152.6046,0.0000,0.0000,0.00000,0.0000,3.3000,3.2637,3.2710,3.1090,3.2992,3.2347,3.2645,3.1066,3.2839,3.2662,3.2782,3.1114,3.2468,3.2613,3.2758,3.1138
235.8052,1782155152.6247,0.0000,0.0000,0.00000,0.0000,3.3000,3.2637,3.2710,3.1090,3.2992,3.2347,3.2645,3.1066,3.2839,3.2662,3.2782,3.1114,3.2468,3.2613,3.2758,3.1138
235.8764,1782155152.6958,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2694,3.1058,3.2541,3.2307,3.2670,3.1114,3.2613,3.2653,3.2799,3.1179,3.2895,3.2718,3.2758,3.1138
235.8971,1782155152.7165,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2694,3.1058,3.2541,3.2307,3.2670,3.1114,3.2613,3.2653,3.2799,3.1179,3.2895,3.2718,3.2758,3.1138
235.9585,1782155152.7780,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2694,3.1058,3.2541,3.2307,3.2670,3.1114,3.2613,3.2653,3.2799,3.1179,3.2895,3.2718,3.2758,3.1138
235.9790,1782155152.7984,0.0000,0.0000,0.00000,0.0000,3.2839,3.2613,3.2734,3.1138,3.2355,3.2307,3.2710,3.1114,3.3000,3.2710,3.2734,3.1155,3.3000,3.2734,3.2726,3.1163
236.0557,1782155152.8751,0.0000,0.0000,0.00000,0.0000,3.2839,3.2613,3.2734,3.1138,3.2355,3.2307,3.2710,3.1114,3.3000,3.2710,3.2734,3.1155,3.3000,3.2734,3.2726,3.1163
236.0759,1782155152.8953,0.0000,0.0000,0.00000,0.0000,3.2637,3.2573,3.2726,3.1090,3.2492,3.2355,3.2726,3.1114,3.3000,3.2726,3.2694,3.1066,3.2750,3.2589,3.2758,3.1138
236.1413,1782155152.9607,0.0000,0.0000,0.00000,0.0000,3.2637,3.2573,3.2726,3.1090,3.2492,3.2355,3.2726,3.1114,3.3000,3.2726,3.2694,3.1066,3.2750,3.2589,3.2758,3.1138
236.1615,1782155152.9809,0.0000,0.0000,0.00000,0.0000,3.2637,3.2573,3.2726,3.1090,3.2492,3.2355,3.2726,3.1114,3.3000,3.2726,3.2694,3.1066,3.2750,3.2589,3.2758,3.1138
236.2357,1782155153.0551,0.0000,0.0000,0.00000,0.0000,3.2992,3.2645,3.2742,3.1171,3.2903,3.2291,3.2645,3.1114,3.2927,3.2613,3.2766,3.1147,3.2613,3.2686,3.2750,3.1155
236.2565,1782155153.0759,0.0000,0.0000,0.00000,0.0000,3.2992,3.2645,3.2742,3.1171,3.2903,3.2291,3.2645,3.1114,3.2927,3.2613,3.2766,3.1147,3.2613,3.2686,3.2750,3.1155
236.3201,1782155153.1396,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2702,3.1098,3.2613,3.2251,3.2653,3.1114,3.2823,3.2670,3.2734,3.1163,3.2653,3.2653,3.2742,3.1227
236.3403,1782155153.1597,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2702,3.1098,3.2613,3.2251,3.2653,3.1114,3.2823,3.2670,3.2734,3.1163,3.2653,3.2653,3.2742,3.1227
236.4116,1782155153.2311,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2694,3.1090,3.2508,3.2291,3.2718,3.1114,3.2766,3.2686,3.2742,3.1179,3.2936,3.2653,3.2750,3.1179
236.4323,1782155153.2517,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2694,3.1090,3.2508,3.2291,3.2718,3.1114,3.2766,3.2686,3.2742,3.1179,3.2936,3.2653,3.2750,3.1179
236.5072,1782155153.3267,0.0000,0.0000,0.00000,0.0000,3.2863,3.2573,3.2702,3.1114,3.2355,3.2251,3.2678,3.1114,3.3000,3.2637,3.2742,3.1203,3.3000,3.2742,3.2742,3.1211
236.5274,1782155153.3469,0.0000,0.0000,0.00000,0.0000,3.2863,3.2573,3.2702,3.1114,3.2355,3.2251,3.2678,3.1114,3.3000,3.2637,3.2742,3.1203,3.3000,3.2742,3.2742,3.1211
236.6013,1782155153.4207,0.0000,0.0000,0.00000,0.0000,3.2678,3.2565,3.2734,3.1195,3.2790,3.2307,3.2653,3.1114,3.3000,3.2710,3.2710,3.1187,3.2766,3.2613,3.2734,3.1235
236.6215,1782155153.4409,0.0000,0.0000,0.00000,0.0000,3.2678,3.2565,3.2734,3.1195,3.2790,3.2307,3.2653,3.1114,3.3000,3.2710,3.2710,3.1187,3.2766,3.2613,3.2734,3.1235
236.6812,1782155153.5006,0.0000,0.0000,0.00000,0.0000,3.3000,3.2605,3.2726,3.1155,3.3000,3.2307,3.2702,3.1098,3.2895,3.2653,3.2742,3.1195,3.2468,3.2613,3.2799,3.1211
236.7028,1782155153.5223,0.0000,0.0000,0.00000,0.0000,3.3000,3.2605,3.2726,3.1155,3.3000,3.2307,3.2702,3.1098,3.2895,3.2653,3.2742,3.1195,3.2468,3.2613,3.2799,3.1211
236.7736,1782155153.5930,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2678,3.1179,3.2678,3.2202,3.2702,3.1130,3.2726,3.2645,3.2718,3.1187,3.2573,3.2702,3.2831,3.1251
236.7941,1782155153.6136,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2678,3.1179,3.2678,3.2202,3.2702,3.1130,3.2726,3.2645,3.2718,3.1187,3.2573,3.2702,3.2831,3.1251
236.8574,1782155153.6768,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2678,3.1179,3.2678,3.2202,3.2702,3.1130,3.2726,3.2645,3.2718,3.1187,3.2573,3.2702,3.2831,3.1251
236.8775,1782155153.6970,0.0000,0.0000,0.00000,0.0000,3.2944,3.2541,3.2710,3.1179,3.2436,3.2251,3.2694,3.1122,3.2903,3.2742,3.2750,3.1163,3.3000,3.2637,3.2726,3.1259
236.9467,1782155153.7661,0.0000,0.0000,0.00000,0.0000,3.2944,3.2541,3.2710,3.1179,3.2436,3.2251,3.2694,3.1122,3.2903,3.2742,3.2750,3.1163,3.3000,3.2637,3.2726,3.1259
236.9668,1782155153.7863,0.0000,0.0000,0.00000,0.0000,3.2944,3.2541,3.2710,3.1179,3.2436,3.2251,3.2694,3.1122,3.2903,3.2742,3.2750,3.1163,3.3000,3.2637,3.2726,3.1259
237.0323,1782155153.8518,0.0000,0.0000,0.00000,0.0000,3.2807,3.2597,3.2718,3.1179,3.2363,3.2178,3.2710,3.1179,3.3000,3.2678,3.2726,3.1187,3.3000,3.2637,3.2718,3.1235
237.0524,1782155153.8719,0.0000,0.0000,0.00000,0.0000,3.2807,3.2597,3.2718,3.1179,3.2363,3.2178,3.2710,3.1179,3.3000,3.2678,3.2726,3.1187,3.3000,3.2637,3.2718,3.1235
237.1183,1782155153.9378,0.0000,0.0000,0.00000,0.0000,3.2670,3.2597,3.2734,3.1203,3.2807,3.2323,3.2710,3.1171,3.3000,3.2702,3.2742,3.1251,3.2718,3.2613,3.2790,3.1267
237.1391,1782155153.9585,0.0000,0.0000,0.00000,0.0000,3.2670,3.2597,3.2734,3.1203,3.2807,3.2323,3.2710,3.1171,3.3000,3.2702,3.2742,3.1251,3.2718,3.2613,3.2790,3.1267
237.2031,1782155154.0225,0.0000,0.0000,0.00000,0.0000,3.3000,3.2621,3.2734,3.1179,3.3000,3.2315,3.2670,3.1138,3.2895,3.2645,3.2734,3.1211,3.2460,3.2637,3.2790,3.1227
237.2233,1782155154.0427,0.0000,0.0000,0.00000,0.0000,3.3000,3.2621,3.2734,3.1179,3.3000,3.2315,3.2670,3.1138,3.2895,3.2645,3.2734,3.1211,3.2460,3.2637,3.2790,3.1227
237.2989,1782155154.1183,0.0000,0.0000,0.00000,0.0000,3.3000,3.2629,3.2678,3.1211,3.2653,3.2210,3.2670,3.1138,3.2637,3.2597,3.2742,3.1267,3.2847,3.2710,3.2710,3.1187
237.3190,1782155154.1385,0.0000,0.0000,0.00000,0.0000,3.3000,3.2629,3.2678,3.1211,3.2653,3.2210,3.2670,3.1138,3.2637,3.2597,3.2742,3.1267,3.2847,3.2710,3.2710,3.1187
237.3815,1782155154.2010,0.0000,0.0000,0.00000,0.0000,3.3000,3.2533,3.2710,3.1122,3.2436,3.2291,3.2678,3.1138,3.2976,3.2734,3.2742,3.1187,3.3000,3.2718,3.2734,3.1187
237.4017,1782155154.2211,0.0000,0.0000,0.00000,0.0000,3.3000,3.2533,3.2710,3.1122,3.2436,3.2291,3.2678,3.1138,3.2976,3.2734,3.2742,3.1187,3.3000,3.2718,3.2734,3.1187
237.4666,1782155154.2860,0.0000,0.0000,0.00000,0.0000,3.3000,3.2533,3.2710,3.1122,3.2436,3.2291,3.2678,3.1138,3.2976,3.2734,3.2742,3.1187,3.3000,3.2718,3.2734,3.1187
237.4867,1782155154.3062,0.0000,0.0000,0.00000,0.0000,3.2847,3.2605,3.2750,3.1122,3.2396,3.2323,3.2718,3.1082,3.3000,3.2670,3.2734,3.1179,3.3000,3.2710,3.2742,3.1203
237.5485,1782155154.3679,0.0000,0.0000,0.00000,0.0000,3.2847,3.2605,3.2750,3.1122,3.2396,3.2323,3.2718,3.1082,3.3000,3.2670,3.2734,3.1179,3.3000,3.2710,3.2742,3.1203
237.5686,1782155154.3881,0.0000,0.0000,0.00000,0.0000,3.2637,3.2557,3.2742,3.1147,3.2831,3.2323,3.2718,3.1082,3.3000,3.2670,3.2734,3.1179,3.3000,3.2710,3.2742,3.1203
237.6304,1782155154.4498,0.0000,0.0000,0.00000,0.0000,3.2637,3.2557,3.2742,3.1147,3.2831,3.2275,3.2726,3.1098,3.3000,3.2653,3.2702,3.1122,3.2686,3.2670,3.2766,3.1171
237.6515,1782155154.4710,0.0000,0.0000,0.00000,0.0000,3.2637,3.2557,3.2742,3.1147,3.2831,3.2275,3.2726,3.1098,3.3000,3.2653,3.2702,3.1122,3.2686,3.2670,3.2766,3.1171
237.7201,1782155154.5395,0.0000,0.0000,0.00000,0.0000,3.3000,3.2670,3.2750,3.1066,3.3000,3.2275,3.2662,3.1074,3.3000,3.2637,3.2734,3.1147,3.2460,3.2605,3.2782,3.1187
237.7403,1782155154.5597,0.0000,0.0000,0.00000,0.0000,3.3000,3.2670,3.2750,3.1066,3.3000,3.2275,3.2662,3.1074,3.3000,3.2637,3.2734,3.1147,3.2460,3.2605,3.2782,3.1187
237.8087,1782155154.6282,0.0000,0.0000,0.00000,0.0000,3.3000,3.2581,3.2702,3.1090,3.2903,3.2275,3.2653,3.1058,3.2782,3.2653,3.2718,3.1130,3.2508,3.2613,3.2799,3.1227
237.8296,1782155154.6490,0.0000,0.0000,0.00000,0.0000,3.3000,3.2581,3.2702,3.1090,3.2903,3.2275,3.2653,3.1058,3.2782,3.2653,3.2718,3.1130,3.2508,3.2613,3.2799,3.1227
237.8923,1782155154.7118,0.0000,0.0000,0.00000,0.0000,3.3000,3.2581,3.2694,3.1074,3.2484,3.2275,3.2694,3.1050,3.2637,3.2573,3.2750,3.1114,3.2879,3.2613,3.2790,3.1203
237.9125,1782155154.7319,0.0000,0.0000,0.00000,0.0000,3.3000,3.2581,3.2694,3.1074,3.2484,3.2275,3.2694,3.1050,3.2637,3.2573,3.2750,3.1114,3.2879,3.2613,3.2790,3.1203
