t_rel_s,t_unix,force_net_n,load_cell_raw_n,load_cell_voltage_v,touch_i_final,v00,v01,v02,v03,v10,v11,v12,v13,v20,v21,v22,v23,v30,v31,v32,v33
365.6655,1782155282.4849,0.0000,0.0000,0.00000,0.0000,3.2702,3.2557,3.2742,3.2516,3.2202,3.2307,3.2742,3.2476,3.3000,3.2734,3.2718,3.2516,3.2734,3.2645,3.2734,3.2621
365.7435,1782155282.5630,0.0000,0.0000,0.00000,0.0000,3.2702,3.2581,3.2742,3.2508,3.2686,3.2363,3.2662,3.2484,3.3000,3.2718,3.2678,3.2533,3.2476,3.2662,3.2766,3.2565
365.7752,1782155282.5946,0.0000,0.0000,0.00000,0.0000,3.2702,3.2581,3.2742,3.2508,3.2686,3.2363,3.2662,3.2484,3.3000,3.2718,3.2678,3.2533,3.2476,3.2662,3.2766,3.2565
365.8428,1782155282.6622,0.0000,0.0000,0.00000,0.0000,3.2799,3.2645,3.2750,3.2476,3.2621,3.2379,3.2678,3.2500,3.2758,3.2653,3.2702,3.2565,3.2396,3.2662,3.2799,3.2645
365.8753,1782155282.6948,0.0000,0.0000,0.00000,0.0000,3.2799,3.2645,3.2750,3.2476,3.2621,3.2379,3.2678,3.2500,3.2758,3.2653,3.2702,3.2565,3.2396,3.2662,3.2799,3.2645
365.9723,1782155282.7917,0.0000,0.0000,0.00000,0.0000,3.3000,3.2662,3.2702,3.2476,3.2420,3.2307,3.2645,3.2460,3.2694,3.2645,3.2742,3.2557,3.2484,3.2710,3.2774,3.2549
366.0753,1782155282.8948,0.0000,0.0000,0.00000,0.0000,3.3000,3.2621,3.2694,3.2484,3.2210,3.2267,3.2710,3.2492,3.2726,3.2653,3.2782,3.2533,3.2847,3.2790,3.2807,3.2589
366.1084,1782155282.9279,0.0000,0.0000,0.00000,0.0000,3.3000,3.2621,3.2694,3.2484,3.2210,3.2267,3.2710,3.2492,3.2726,3.2653,3.2782,3.2533,3.2847,3.2790,3.2807,3.2589
366.1950,1782155283.0144,0.0000,0.0000,0.00000,0.0000,3.3000,3.2573,3.2694,3.2508,3.2226,3.2299,3.2686,3.2525,3.2911,3.2686,3.2742,3.2549,3.2815,3.2718,3.2774,3.2589
366.2301,1782155283.0495,0.0000,0.0000,0.00000,0.0000,3.2670,3.2573,3.2710,3.2525,3.2251,3.2363,3.2686,3.2420,3.3000,3.2766,3.2726,3.2444,3.2605,3.2710,3.2742,3.2589
366.3233,1782155283.1428,0.0000,0.0000,0.00000,0.0000,3.2702,3.2581,3.2742,3.2516,3.2525,3.2347,3.2734,3.2516,3.3000,3.2766,3.2726,3.2444,3.2605,3.2710,3.2742,3.2589
366.3466,1782155283.1661,0.0000,0.0000,0.00000,0.0000,3.2702,3.2581,3.2742,3.2516,3.2525,3.2347,3.2734,3.2516,3.3000,3.2710,3.2750,3.2516,3.2412,3.2645,3.2774,3.2589
366.4295,1782155283.2489,0.0000,0.0000,0.00000,0.0000,3.2718,3.2597,3.2766,3.2500,3.2613,3.2396,3.2678,3.2508,3.3000,3.2670,3.2742,3.2581,3.2363,3.2653,3.2790,3.2597
366.4580,1782155283.2774,0.0000,0.0000,0.00000,0.0000,3.2718,3.2597,3.2766,3.2500,3.2613,3.2396,3.2678,3.2508,3.3000,3.2670,3.2742,3.2581,3.2363,3.2653,3.2790,3.2597
366.5272,1782155283.3466,0.0000,0.0000,0.00000,0.0000,3.3000,3.2670,3.2750,3.2484,3.2597,3.2315,3.2694,3.2508,3.2710,3.2621,3.2702,3.2549,3.2396,3.2678,3.2750,3.2605
366.5592,1782155283.3786,0.0000,0.0000,0.00000,0.0000,3.3000,3.2670,3.2750,3.2484,3.2597,3.2315,3.2694,3.2508,3.2710,3.2621,3.2702,3.2549,3.2396,3.2678,3.2750,3.2605
366.6564,1782155283.4759,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2670,3.2516,3.2565,3.2315,3.2678,3.2460,3.2702,3.2637,3.2782,3.2492,3.2702,3.2734,3.2774,3.2629
366.7658,1782155283.5853,0.0000,0.0000,0.00000,0.0000,3.2766,3.2565,3.2710,3.2525,3.2186,3.2283,3.2694,3.2525,3.2734,3.2662,3.2766,3.2589,3.2831,3.2766,3.2758,3.2597
366.7865,1782155283.6060,0.0000,0.0000,0.00000,0.0000,3.2766,3.2565,3.2710,3.2525,3.2186,3.2283,3.2694,3.2525,3.2734,3.2662,3.2766,3.2589,3.2831,3.2766,3.2758,3.2597
366.8728,1782155283.6923,0.0000,0.0000,0.00000,0.0000,3.2678,3.2565,3.2702,3.2516,3.2202,3.2307,3.2726,3.2492,3.3000,3.2750,3.2718,3.2549,3.2815,3.2742,3.2734,3.2589
366.9062,1782155283.7257,0.0000,0.0000,0.00000,0.0000,3.2678,3.2565,3.2702,3.2516,3.2202,3.2307,3.2726,3.2492,3.3000,3.2750,3.2718,3.2549,3.2815,3.2742,3.2734,3.2589
366.9903,1782155283.8097,0.0000,0.0000,0.00000,0.0000,3.2702,3.2565,3.2718,3.2525,3.2267,3.2355,3.2734,3.2525,3.3000,3.2750,3.2694,3.2541,3.2807,3.2734,3.2742,3.2589
367.0114,1782155283.8309,0.0000,0.0000,0.00000,0.0000,3.2702,3.2565,3.2718,3.2525,3.2267,3.2355,3.2734,3.2525,3.3000,3.2750,3.2694,3.2541,3.2807,3.2734,3.2742,3.2589
367.1230,1782155283.9425,0.0000,0.0000,0.00000,0.0000,3.2839,3.2621,3.2710,3.2516,3.2670,3.2388,3.2686,3.2597,3.3000,3.2750,3.2710,3.2597,3.2476,3.2694,3.2702,3.2581
367.1432,1782155283.9626,0.0000,0.0000,0.00000,0.0000,3.2839,3.2621,3.2710,3.2516,3.2670,3.2388,3.2686,3.2460,3.3000,3.2710,3.2726,3.2557,3.2396,3.2678,3.2710,3.2581
367.2394,1782155284.0588,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2726,3.2508,3.2621,3.2339,3.2678,3.2541,3.2702,3.2629,3.2734,3.2533,3.2420,3.2670,3.2726,3.2605
367.2736,1782155284.0930,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2726,3.2508,3.2621,3.2339,3.2678,3.2541,3.2702,3.2629,3.2734,3.2533,3.2420,3.2670,3.2726,3.2605
367.3729,1782155284.1923,0.0000,0.0000,0.00000,0.0000,3.3000,3.2670,3.2694,3.2484,3.2549,3.2315,3.2678,3.2508,3.2678,3.2662,3.2742,3.2557,3.2412,3.2718,3.2766,3.2581
367.3964,1782155284.2159,0.0000,0.0000,0.00000,0.0000,3.3000,3.2670,3.2694,3.2484,3.2549,3.2315,3.2678,3.2508,3.2678,3.2662,3.2742,3.2557,3.2412,3.2718,3.2766,3.2581
367.4908,1782155284.3103,0.0000,0.0000,0.00000,0.0000,3.3000,3.2621,3.2702,3.2508,3.2251,3.2259,3.2662,3.2525,3.2750,3.2653,3.2686,3.2541,3.2807,3.2782,3.2766,3.2541
367.5231,1782155284.3426,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2694,3.2500,3.2210,3.2299,3.2694,3.2525,3.2847,3.2653,3.2686,3.2541,3.2807,3.2782,3.2766,3.2541
367.5954,1782155284.4148,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2694,3.2500,3.2210,3.2299,3.2694,3.2525,3.2847,3.2734,3.2774,3.2549,3.2799,3.2750,3.2758,3.2541
367.6240,1782155284.4434,0.0000,0.0000,0.00000,0.0000,3.2686,3.2541,3.2718,3.2500,3.2210,3.2275,3.2694,3.2533,3.3000,3.2686,3.2742,3.2573,3.2823,3.2710,3.2726,3.2597
367.6951,1782155284.5146,0.0000,0.0000,0.00000,0.0000,3.2686,3.2541,3.2718,3.2500,3.2210,3.2275,3.2694,3.2533,3.3000,3.2686,3.2742,3.2573,3.2823,3.2710,3.2726,3.2597
367.7157,1782155284.5351,0.0000,0.0000,0.00000,0.0000,3.2686,3.2541,3.2718,3.2500,3.2210,3.2275,3.2694,3.2533,3.3000,3.2686,3.2742,3.2573,3.2823,3.2710,3.2726,3.2597
367.8281,1782155284.6475,0.0000,0.0000,0.00000,0.0000,3.2718,3.2605,3.2742,3.2508,3.2605,3.2363,3.2710,3.2508,3.3000,3.2653,3.2678,3.2589,3.2404,3.2694,3.2742,3.2621
367.8603,1782155284.6798,0.0000,0.0000,0.00000,0.0000,3.2718,3.2605,3.2742,3.2508,3.2605,3.2363,3.2710,3.2508,3.3000,3.2653,3.2678,3.2589,3.2404,3.2694,3.2742,3.2621
367.9434,1782155284.7628,0.0000,0.0000,0.00000,0.0000,3.2855,3.2653,3.2734,3.2525,3.2645,3.2363,3.2629,3.2500,3.2992,3.2613,3.2678,3.2613,3.2388,3.2653,3.2742,3.2621
367.9761,1782155284.7955,0.0000,0.0000,0.00000,0.0000,3.2855,3.2653,3.2734,3.2525,3.2645,3.2363,3.2629,3.2500,3.2992,3.2613,3.2678,3.2613,3.2388,3.2653,3.2742,3.2621
368.0595,1782155284.8790,0.0000,0.0000,0.00000,0.0000,3.3000,3.2678,3.2726,3.2484,3.2605,3.2355,3.2678,3.2516,3.2718,3.2629,3.2734,3.2597,3.2388,3.2662,3.2790,3.2637
368.0927,1782155284.9121,0.0000,0.0000,0.00000,0.0000,3.3000,3.2678,3.2726,3.2484,3.2605,3.2355,3.2678,3.2516,3.2718,3.2629,3.2734,3.2597,3.2388,3.2662,3.2790,3.2637
368.1622,1782155284.9817,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2710,3.2500,3.2629,3.2331,3.2694,3.2516,3.2678,3.2605,3.2702,3.2557,3.2379,3.2662,3.2790,3.2621
368.1909,1782155285.0104,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2710,3.2500,3.2629,3.2331,3.2694,3.2516,3.2678,3.2605,3.2702,3.2557,3.2379,3.2662,3.2790,3.2621
368.2927,1782155285.1121,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2686,3.2476,3.2347,3.2275,3.2662,3.2516,3.2702,3.2645,3.2790,3.2605,3.2807,3.2766,3.2758,3.2589
368.3929,1782155285.2124,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2702,3.2508,3.2170,3.2267,3.2734,3.2525,3.2718,3.2662,3.2766,3.2581,3.2815,3.2726,3.2710,3.2605
368.4161,1782155285.2356,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2702,3.2508,3.2170,3.2267,3.2734,3.2525,3.2718,3.2662,3.2766,3.2581,3.2815,3.2726,3.2710,3.2605
368.4926,1782155285.3120,0.0000,0.0000,0.00000,0.0000,3.2774,3.2573,3.2718,3.2516,3.2202,3.2299,3.2734,3.2541,3.3000,3.2734,3.2774,3.2565,3.2799,3.2742,3.2742,3.2589
368.5135,1782155285.3329,0.0000,0.0000,0.00000,0.0000,3.2774,3.2573,3.2718,3.2516,3.2202,3.2299,3.2734,3.2541,3.3000,3.2734,3.2774,3.2565,3.2799,3.2742,3.2742,3.2589
368.5959,1782155285.4153,0.0000,0.0000,0.00000,0.0000,3.2678,3.2573,3.2734,3.2516,3.2178,3.2299,3.2726,3.2533,3.3000,3.2742,3.2742,3.2573,3.2790,3.2702,3.2726,3.2589
368.6289,1782155285.4484,0.0000,0.0000,0.00000,0.0000,3.2718,3.2613,3.2718,3.2516,3.2525,3.2371,3.2710,3.2508,3.3000,3.2742,3.2702,3.2533,3.2581,3.2702,3.2718,3.2557
368.7285,1782155285.5480,0.0000,0.0000,0.00000,0.0000,3.2702,3.2565,3.2742,3.2533,3.2629,3.2347,3.2694,3.2533,3.3000,3.2678,3.2710,3.2541,3.2468,3.2678,3.2734,3.2605
368.7616,1782155285.5810,0.0000,0.0000,0.00000,0.0000,3.2702,3.2565,3.2742,3.2533,3.2629,3.2347,3.2694,3.2533,3.3000,3.2678,3.2710,3.2541,3.2468,3.2678,3.2734,3.2605
368.8482,1782155285.6677,0.0000,0.0000,0.00000,0.0000,3.3000,3.2670,3.2726,3.2508,3.2678,3.2331,3.2678,3.2516,3.2839,3.2621,3.2702,3.2565,3.2347,3.2678,3.2774,3.2597
368.8784,1782155285.6978,0.0000,0.0000,0.00000,0.0000,3.3000,3.2670,3.2726,3.2508,3.2678,3.2331,3.2678,3.2516,3.2839,3.2621,3.2702,3.2565,3.2347,3.2678,3.2774,3.2597
368.9783,1782155285.7978,0.0000,0.0000,0.00000,0.0000,3.3000,3.2670,3.2726,3.2492,3.2686,3.2363,3.2645,3.2525,3.2734,3.2678,3.2750,3.2525,3.2355,3.2678,3.2815,3.2605
369.0130,1782155285.8324,0.0000,0.0000,0.00000,0.0000,3.3000,3.2670,3.2726,3.2492,3.2686,3.2363,3.2645,3.2525,3.2734,3.2678,3.2750,3.2525,3.2355,3.2678,3.2815,3.2605
369.1085,1782155285.9280,0.0000,0.0000,0.00000,0.0000,3.3000,3.2662,3.2726,3.2452,3.2468,3.2323,3.2645,3.2476,3.2718,3.2597,3.2734,3.2629,3.2396,3.2670,3.2774,3.2645
369.1287,1782155285.9481,0.0000,0.0000,0.00000,0.0000,3.3000,3.2629,3.2678,3.2637,3.2323,3.2275,3.2662,3.2516,3.2710,3.2653,3.2742,3.2557,3.2782,3.2758,3.2774,3.2734
369.2294,1782155286.0489,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2726,3.2444,3.2202,3.2291,3.2702,3.2541,3.2686,3.2653,3.2774,3.2581,3.2815,3.2750,3.2742,3.2541
369.2594,1782155286.0788,0.0000,0.0000,0.00000,0.0000,3.3000,3.2613,3.2726,3.2444,3.2202,3.2291,3.2702,3.2541,3.2686,3.2653,3.2774,3.2581,3.2815,3.2750,3.2742,3.2541
369.3378,1782155286.1573,0.0000,0.0000,0.00000,0.0000,3.2968,3.2581,3.2694,3.2541,3.2218,3.2267,3.2678,3.2533,3.2766,3.2678,3.2766,3.2549,3.2839,3.2758,3.2710,3.2613
369.3589,1782155286.1783,0.0000,0.0000,0.00000,0.0000,3.2968,3.2581,3.2694,3.2541,3.2218,3.2267,3.2678,3.2533,3.2766,3.2678,3.2766,3.2549,3.2839,3.2758,3.2710,3.2613
369.4476,1782155286.2670,0.0000,0.0000,0.00000,0.0000,3.2742,3.2565,3.2694,3.2484,3.2234,3.2275,3.2710,3.2557,3.2976,3.2742,3.2734,3.2549,3.2799,3.2758,3.2790,3.2645
369.4680,1782155286.2874,0.0000,0.0000,0.00000,0.0000,3.2742,3.2565,3.2694,3.2484,3.2234,3.2275,3.2710,3.2557,3.2976,3.2742,3.2734,3.2549,3.2799,3.2758,3.2790,3.2645
369.5602,1782155286.3797,0.0000,0.0000,0.00000,0.0000,3.2694,3.2549,3.2702,3.2605,3.2251,3.2299,3.2710,3.2549,3.3000,3.2734,3.2742,3.2557,3.2637,3.2637,3.2678,3.2613
369.5804,1782155286.3998,0.0000,0.0000,0.00000,0.0000,3.2694,3.2549,3.2702,3.2605,3.2251,3.2299,3.2710,3.2549,3.3000,3.2734,3.2742,3.2557,3.2637,3.2637,3.2678,3.2613
369.6616,1782155286.4811,0.0000,0.0000,0.00000,0.0000,3.2742,3.2589,3.2750,3.2581,3.2259,3.2307,3.2734,3.2516,3.3000,3.2718,3.2710,3.2565,3.2742,3.2686,3.2710,3.2694
369.6821,1782155286.5015,0.0000,0.0000,0.00000,0.0000,3.2742,3.2589,3.2750,3.2581,3.2259,3.2307,3.2734,3.2516,3.3000,3.2718,3.2710,3.2565,3.2742,3.2686,3.2710,3.2694
369.7658,1782155286.5852,0.0000,0.0000,0.00000,0.0000,3.2702,3.2573,3.2726,3.2573,3.2468,3.2388,3.2710,3.2516,3.3000,3.2678,3.2694,3.2557,3.2388,3.2653,3.2726,3.2662
369.7946,1782155286.6140,0.0000,0.0000,0.00000,0.0000,3.2702,3.2573,3.2726,3.2573,3.2468,3.2388,3.2710,3.2516,3.3000,3.2678,3.2694,3.2557,3.2388,3.2653,3.2726,3.2662
369.8642,1782155286.6837,0.0000,0.0000,0.00000,0.0000,3.2718,3.2597,3.2686,3.2484,3.2686,3.2355,3.2678,3.2508,3.3000,3.2670,3.2710,3.2573,3.2355,3.2637,3.2766,3.2589
369.8855,1782155286.7050,0.0000,0.0000,0.00000,0.0000,3.2718,3.2597,3.2686,3.2484,3.2686,3.2355,3.2678,3.2508,3.3000,3.2670,3.2710,3.2573,3.2355,3.2637,3.2766,3.2589
369.9688,1782155286.7882,0.0000,0.0000,0.00000,0.0000,3.2839,3.2621,3.2799,3.2565,3.2670,3.2355,3.2710,3.2516,3.3000,3.2678,3.2742,3.2573,3.2388,3.2653,3.2718,3.2678
369.9972,1782155286.8166,0.0000,0.0000,0.00000,0.0000,3.2839,3.2621,3.2799,3.2565,3.2670,3.2355,3.2710,3.2516,3.3000,3.2678,3.2742,3.2573,3.2388,3.2653,3.2718,3.2678
370.0691,1782155286.8885,0.0000,0.0000,0.00000,0.0000,3.2718,3.2597,3.2734,3.2565,3.2637,3.2339,3.2645,3.2484,3.2984,3.2670,3.2710,3.2557,3.2371,3.2653,3.2742,3.2637
370.0893,1782155286.9088,0.0000,0.0000,0.00000,0.0000,3.2718,3.2597,3.2734,3.2565,3.2637,3.2339,3.2645,3.2484,3.2984,3.2670,3.2710,3.2557,3.2371,3.2653,3.2742,3.2637
370.1696,1782155286.9890,0.0000,0.0000,0.00000,0.0000,3.3000,3.2702,3.2726,3.2541,3.2629,3.2331,3.2645,3.2613,3.2742,3.2678,3.2726,3.2581,3.2379,3.2653,3.2718,3.2637
370.1942,1782155287.0136,0.0000,0.0000,0.00000,0.0000,3.3000,3.2702,3.2726,3.2541,3.2629,3.2331,3.2645,3.2613,3.2742,3.2678,3.2726,3.2581,3.2379,3.2653,3.2718,3.2637
370.2649,1782155287.0843,0.0000,0.0000,0.00000,0.0000,3.2670,3.2589,3.2742,3.2500,3.2226,3.2299,3.2718,3.2500,3.3000,3.2742,3.2823,3.2581,3.2799,3.2742,3.2758,3.2541
370.2901,1782155287.1095,0.0000,0.0000,0.00000,0.0000,3.2670,3.2589,3.2742,3.2500,3.2226,3.2299,3.2718,3.2500,3.3000,3.2742,3.2823,3.2581,3.2799,3.2742,3.2758,3.2541
370.3779,1782155287.1973,0.0000,0.0000,0.00000,0.0000,3.3000,3.2686,3.2694,3.2484,3.2678,3.2412,3.2694,3.2460,3.2678,3.2613,3.2774,3.2605,3.2428,3.2653,3.2734,3.2613
370.3980,1782155287.2175,0.0000,0.0000,0.00000,0.0000,3.3000,3.2686,3.2694,3.2484,3.2678,3.2412,3.2694,3.2460,3.2678,3.2613,3.2774,3.2605,3.2428,3.2653,3.2734,3.2613
370.4679,1782155287.2874,0.0000,0.0000,0.00000,0.0000,3.2662,3.2581,3.2718,3.2500,3.2218,3.2323,3.2742,3.2460,3.3000,3.2734,3.2710,3.2549,3.2823,3.2750,3.2750,3.2565
370.4881,1782155287.3076,0.0000,0.0000,0.00000,0.0000,3.2662,3.2581,3.2718,3.2500,3.2218,3.2323,3.2742,3.2460,3.3000,3.2734,3.2710,3.2549,3.2823,3.2750,3.2750,3.2565
370.5573,1782155287.3768,0.0000,0.0000,0.00000,0.0000,3.3000,3.2629,3.2686,3.2484,3.2629,3.2371,3.2662,3.2476,3.2710,3.2637,3.2686,3.2565,3.2396,3.2662,3.2742,3.2581
370.5778,1782155287.3972,0.0000,0.0000,0.00000,0.0000,3.3000,3.2629,3.2686,3.2484,3.2629,3.2371,3.2662,3.2476,3.2710,3.2637,3.2686,3.2565,3.2396,3.2662,3.2742,3.2581
370.6649,1782155287.4843,0.0000,0.0000,0.00000,0.0000,3.2710,3.2565,3.2718,3.2541,3.2202,3.2331,3.2726,3.2500,3.3000,3.2710,3.2734,3.2581,3.2790,3.2710,3.2678,3.2589
370.6933,1782155287.5127,0.0000,0.0000,0.00000,0.0000,3.2710,3.2565,3.2718,3.2541,3.2202,3.2331,3.2726,3.2500,3.3000,3.2710,3.2734,3.2581,3.2790,3.2710,3.2678,3.2589
370.7660,1782155287.5855,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2726,3.2541,3.2645,3.2404,3.2686,3.2452,3.2678,3.2629,3.2766,3.2573,3.2379,3.2662,3.2742,3.2605
370.7862,1782155287.6056,0.0000,0.0000,0.00000,0.0000,3.3000,3.2645,3.2726,3.2541,3.2645,3.2404,3.2686,3.2452,3.2678,3.2629,3.2766,3.2573,3.2379,3.2662,3.2742,3.2605
370.8942,1782155287.7136,0.0000,0.0000,0.00000,0.0000,3.2678,3.2565,3.2734,3.2525,3.2210,3.2331,3.2734,3.2484,3.3000,3.2774,3.2726,3.2541,3.2799,3.2766,3.2742,3.2605
370.9931,1782155287.8126,0.0000,0.0000,0.00000,0.0000,3.3000,3.2678,3.2742,3.2533,3.2637,3.2347,3.2726,3.2492,3.2742,3.2662,3.2734,3.2565,3.2363,3.2637,3.2774,3.2605
371.0161,1782155287.8355,0.0000,0.0000,0.00000,0.0000,3.3000,3.2678,3.2742,3.2533,3.2637,3.2347,3.2726,3.2492,3.2742,3.2662,3.2734,3.2565,3.2363,3.2637,3.2774,3.2605
371.0971,1782155287.9165,0.0000,0.0000,0.00000,0.0000,3.2936,3.2565,3.2653,3.2613,3.2178,3.2259,3.2742,3.2557,3.2911,3.2734,3.2774,3.2565,3.2831,3.2758,3.2702,3.2605
371.1261,1782155287.9456,0.0000,0.0000,0.00000,0.0000,3.2726,3.2621,3.2734,3.2516,3.2605,3.2355,3.2742,3.2525,3.2968,3.2613,3.2726,3.2589,3.2363,3.2653,3.2766,3.2605
371.1965,1782155288.0159,0.0000,0.0000,0.00000,0.0000,3.2726,3.2621,3.2734,3.2516,3.2605,3.2355,3.2742,3.2525,3.2968,3.2613,3.2726,3.2589,3.2363,3.2653,3.2766,3.2605
371.2267,1782155288.0462,0.0000,0.0000,0.00000,0.0000,3.3000,3.2637,3.2686,3.2508,3.2178,3.2275,3.2718,3.2557,3.2710,3.2694,3.2686,3.2492,3.2839,3.2750,3.2742,3.2605
371.2983,1782155288.1178,0.0000,0.0000,0.00000,0.0000,3.3000,3.2637,3.2686,3.2508,3.2178,3.2275,3.2718,3.2557,3.2710,3.2694,3.2686,3.2492,3.2839,3.2750,3.2742,3.2605
371.3187,1782155288.1382,0.0000,0.0000,0.00000,0.0000,3.3000,3.2637,3.2686,3.2508,3.2178,3.2275,3.2718,3.2557,3.2710,3.2694,3.2686,3.2492,3.2839,3.2750,3.2742,3.2605
371.4132,1782155288.2326,0.0000,0.0000,0.00000,0.0000,3.2718,3.2557,3.2718,3.2516,3.2194,3.2339,3.2718,3.2525,3.3000,3.2734,3.2726,3.2565,3.2718,3.2678,3.2726,3.2589
371.5428,1782155288.3623,0.0000,0.0000,0.00000,0.0000,3.3000,3.2589,3.2702,3.2476,3.2194,3.2283,3.2694,3.2581,3.2992,3.2742,3.2758,3.2565,3.2823,3.2758,3.2807,3.2589
371.6370,1782155288.4565,0.0000,0.0000,0.00000,0.0000,3.2702,3.2597,3.2774,3.2516,3.2662,3.2363,3.2678,3.2516,3.3000,3.2686,3.2694,3.2549,3.2726,3.2710,3.2807,3.2573
371.6579,1782155288.4773,0.0000,0.0000,0.00000,0.0000,3.2702,3.2597,3.2774,3.2516,3.2662,3.2363,3.2678,3.2516,3.3000,3.2686,3.2694,3.2549,3.2726,3.2710,3.2807,3.2573
371.7304,1782155288.5498,0.0000,0.0000,0.00000,0.0000,3.3000,3.2678,3.2726,3.2484,3.2283,3.2283,3.2694,3.2476,3.2758,3.2670,3.2758,3.2549,3.2388,3.2653,3.2807,3.2645
371.7506,1782155288.5701,0.0000,0.0000,0.00000,0.0000,3.3000,3.2678,3.2726,3.2484,3.2283,3.2283,3.2694,3.2476,3.2758,3.2670,3.2758,3.2549,3.2388,3.2653,3.2807,3.2645
371.8326,1782155288.6521,0.0000,0.0000,0.00000,0.0000,3.2799,3.2565,3.2678,3.2484,3.2178,3.2259,3.2726,3.2500,3.3000,3.2782,3.2726,3.2533,3.2799,3.2742,3.2807,3.2589
371.8531,1782155288.6725,0.0000,0.0000,0.00000,0.0000,3.2799,3.2565,3.2678,3.2484,3.2178,3.2259,3.2726,3.2500,3.3000,3.2782,3.2726,3.2533,3.2799,3.2742,3.2807,3.2589
371.9306,1782155288.7501,0.0000,0.0000,0.00000,0.0000,3.2718,3.2589,3.2718,3.2516,3.2621,3.2339,3.2686,3.2484,3.3000,3.2702,3.2718,3.2525,3.2363,3.2613,3.2807,3.2637
371.9508,1782155288.7702,0.0000,0.0000,0.00000,0.0000,3.2718,3.2589,3.2718,3.2516,3.2621,3.2339,3.2686,3.2484,3.3000,3.2702,3.2718,3.2525,3.2363,3.2613,3.2807,3.2637
372.0304,1782155288.8498,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2686,3.2468,3.2259,3.2259,3.2678,3.2508,3.2678,3.2702,3.2726,3.2557,3.2742,3.2742,3.2790,3.2589
372.0506,1782155288.8701,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2686,3.2468,3.2259,3.2259,3.2678,3.2508,3.2678,3.2702,3.2726,3.2557,3.2742,3.2742,3.2790,3.2589
372.1205,1782155288.9400,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2686,3.2468,3.2259,3.2259,3.2678,3.2508,3.2678,3.2702,3.2726,3.2557,3.2742,3.2742,3.2790,3.2589
372.1412,1782155288.9606,0.0000,0.0000,0.00000,0.0000,3.2750,3.2533,3.2710,3.2533,3.2226,3.2283,3.2718,3.2541,3.3000,3.2734,3.2774,3.2565,3.2807,3.2710,3.2790,3.2589
372.2314,1782155289.0508,0.0000,0.0000,0.00000,0.0000,3.2774,3.2621,3.2742,3.2516,3.2613,3.2339,3.2670,3.2533,3.3000,3.2694,3.2726,3.2557,3.2355,3.2718,3.2750,3.2565
372.2530,1782155289.0724,0.0000,0.0000,0.00000,0.0000,3.2774,3.2621,3.2742,3.2516,3.2613,3.2339,3.2670,3.2533,3.3000,3.2694,3.2726,3.2557,3.2355,3.2718,3.2750,3.2565
372.3368,1782155289.1563,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2702,3.2484,3.2315,3.2251,3.2678,3.2500,3.2734,3.2686,3.2718,3.2565,3.2774,3.2718,3.2734,3.2629
372.3570,1782155289.1764,0.0000,0.0000,0.00000,0.0000,3.3000,3.2653,3.2702,3.2484,3.2315,3.2251,3.2678,3.2500,3.2734,3.2686,3.2718,3.2565,3.2774,3.2718,3.2734,3.2629
372.4388,1782155289.2583,0.0000,0.0000,0.00000,0.0000,3.2823,3.2525,3.2710,3.2516,3.2162,3.2259,3.2734,3.2516,3.2911,3.2710,3.2774,3.2565,3.2815,3.2718,3.2742,3.2645
372.4592,1782155289.2787,0.0000,0.0000,0.00000,0.0000,3.2823,3.2525,3.2710,3.2516,3.2162,3.2259,3.2734,3.2516,3.2911,3.2710,3.2774,3.2565,3.2815,3.2718,3.2742,3.2645
372.5465,1782155289.3660,0.0000,0.0000,0.00000,0.0000,3.2702,3.2589,3.2750,3.2500,3.2621,3.2388,3.2726,3.2508,3.3000,3.2670,3.2710,3.2573,3.2347,3.2718,3.2799,3.2621
372.5668,1782155289.3863,0.0000,0.0000,0.00000,0.0000,3.2702,3.2589,3.2750,3.2500,3.2621,3.2388,3.2726,3.2508,3.3000,3.2670,3.2710,3.2573,3.2347,3.2718,3.2799,3.2621
372.6587,1782155289.4781,0.0000,0.0000,0.00000,0.0000,3.3000,3.2686,3.2726,3.2484,3.2428,3.2291,3.2678,3.2492,3.2702,3.2645,3.2726,3.2589,3.2444,3.2718,3.2726,3.2573
372.6792,1782155289.4986,0.0000,0.0000,0.00000,0.0000,3.3000,3.2686,3.2726,3.2484,3.2428,3.2291,3.2678,3.2492,3.2702,3.2645,3.2726,3.2589,3.2444,3.2718,3.2726,3.2573
